bmb_indiv_junction_id	pid	event_id	stated_sex
679	14889	756	daughter
680	14890	757	daughter
681	14891	758	son
682	14892	759	son
683	14893	760	daughter
684	14894	761	son
685	14895	762	daughter
686	14896	763	son
687	14897	764	daughter
688	14898	765	son
689	14899	766	daughter
690	14900	767	son
691	14901	768	son
692	14902	769	son
693	14903	770	son
694	14904	771	daughter
695	14905	772	daughter
696	14906	773	daughter
697	14907	774	son
698	14908	775	daughter
699	14909	776	daughter
700	14910	777	son
701	14911	778	son
702	14912	779	son
703	14913	780	son
704	14914	781	son
705	14915	782	son
706	14916	783	daughter
707	14917	784	son
708	14918	785	son
709	14919	786	daughter
710	14920	787	son
711	14921	788	daughter
712	14922	789	son
713	14923	790	son
714	14924	791	daughter
715	14925	792	son
716	14926	793	son
717	14927	794	son
718	14928	795	daughter
719	14929	796	son
720	14930	797	daughter
721	14931	798	daughter
722	14932	799	son
723	14933	800	son
724	14934	801	daughter
725	14935	802	daughter
726	14936	803	daughter
727	14937	804	daughter
728	14938	805	son
729	14939	806	son
730	14940	807	daughter
731	14941	808	daughter
732	14942	809	daughter
733	14943	810	son
734	14944	811	son
735	14945	812	son
736	14946	813	son
737	14947	814	son
738	14948	815	daughter
739	14949	816	daughter
740	14950	817	daughter
741	14951	818	daughter
742	14952	819	son
743	14953	820	daughter
744	14954	821	daughter
745	14955	822	daughter
746	14956	823	son
747	14957	824	daughter
748	14958	825	son
749	14959	826	son
750	14960	827	son
751	14961	828	daughter
752	14962	829	daughter
753	14963	830	daughter
754	14964	831	son
755	14965	832	son
756	14966	834	daughter
757	14967	835	son
758	14968	836	daughter
759	14969	837	daughter
760	14970	838	daughter
761	14971	839	son
762	14972	840	daughter
763	14973	841	daughter
764	14974	842	son
765	14975	844	son
766	14976	846	daughter
767	14977	847	son
768	14978	848	son
769	14979	849	daughter
770	14980	850	unstated
771	14981	851	daughter
772	14982	852	daughter
773	14983	853	son
774	14984	854	son
775	14985	855	daughter
776	14986	856	son
777	14987	857	son
778	14988	858	son
779	14989	859	daughter
780	14990	860	daughter
781	14991	861	son
782	14992	862	daughter
783	14993	863	son
784	14994	864	daughter
785	14995	865	son
786	14996	866	daughter
787	14997	867	daughter
788	14998	868	daughter
789	14999	869	son
790	15000	870	son
791	15001	871	son
792	15002	872	daughter
793	15003	873	daughter
794	15004	874	daughter
795	15005	875	daughter
796	15006	876	son
797	15007	877	son
798	15008	878	daughter
799	15009	879	daughter
800	15010	880	son
801	15011	881	son
802	15012	882	daughter
803	15013	883	son
804	15014	884	son
805	15015	885	daughter
806	15016	886	daughter
807	15017	887	daughter
808	15018	888	daughter
809	15019	889	daughter
810	15020	890	daughter
811	15021	891	son
812	15022	892	son
813	15023	893	daughter
814	15024	894	daughter
815	15025	895	daughter
816	15026	896	son
817	15027	897	daughter
818	15028	898	son
819	15029	899	son
820	15030	900	daughter
821	15031	901	daughter
822	15032	902	daughter
823	15033	903	daughter
824	15034	904	son
825	15035	905	daughter
826	15036	906	unstated
827	15037	907	son
828	15038	908	son
829	15039	909	son
830	15040	910	son
831	15041	911	daughter
832	15042	912	son
833	15043	913	son
834	15044	914	daughter
835	15045	915	daughter
836	15046	916	daughter
837	15047	917	son
838	15048	918	son
839	15049	919	daughter
840	15050	920	son
841	15051	921	son
842	15052	922	son
843	15053	923	daughter
844	15054	924	daughter
845	15055	925	daughter
846	15056	926	daughter
847	15057	927	daughter
848	15058	928	daughter
849	15059	929	son
850	15060	930	son
851	15061	931	unstated
852	15062	932	daughter
853	15063	933	daughter
854	15064	934	daughter
855	15065	935	daughter
856	15066	936	daughter
857	15067	937	son
858	15068	938	daughter
859	15069	939	son
860	15070	940	daughter
861	15071	941	daughter
862	15072	942	daughter
863	15073	943	daughter
864	15074	944	son
865	15075	945	daughter
866	15076	946	son
867	15077	947	son
868	15078	948	son
869	15079	949	daughter
870	15080	950	son
871	15081	951	daughter
872	15082	952	son
873	15083	953	son
874	15084	954	son
875	15085	955	daughter
876	15086	956	daughter
877	15087	957	son
878	15088	958	son
879	15089	959	son
880	15090	960	son
881	15091	961	son
882	15092	962	daughter
883	15093	963	son
884	15094	964	daughter
885	15095	965	son
886	15096	966	daughter
887	15097	967	son
888	15098	968	son
889	15099	969	son
890	15100	970	daughter
891	15101	971	son
892	15102	972	daughter
893	15103	973	daughter
894	15104	974	daughter
895	15105	975	daughter
896	15106	976	daughter
897	15107	977	daughter
898	15108	978	son
899	15109	979	son
900	15110	980	daughter
901	15111	981	daughter
902	15112	982	son
903	15113	983	daughter
904	15114	984	son
905	15115	985	son
906	15116	986	daughter
907	15117	987	unstated
908	15118	988	son
909	15119	989	son
910	15120	990	son
911	15121	991	daughter
912	15122	992	daughter
913	15123	993	son
914	15124	994	daughter
915	15125	995	son
916	15126	996	daughter
917	15127	997	daughter
918	15128	998	daughter
919	15129	999	son
920	15130	1000	son
921	15131	1001	daughter
922	15132	1002	daughter
923	15133	1003	daughter
924	15134	1004	son
925	15135	1005	daughter
926	15136	1006	daughter
927	15137	1007	son
928	15138	1008	daughter
929	15139	1009	son
930	15140	1010	daughter
931	15141	1011	son
932	15142	1012	daughter
933	15143	1013	son
934	15144	1014	unstated
935	15145	1015	daughter
936	15146	1016	son
937	15147	1017	son
938	15148	1018	son
939	15149	1019	son
940	15150	1020	daughter
941	15151	1021	daughter
942	15152	1022	daughter
943	15153	1023	son
944	15154	1024	son
945	15155	1025	daughter
946	15156	1026	daughter
947	15157	1027	daughter
948	15158	1028	son
949	15159	1029	son
950	15160	1030	unstated
951	15161	1031	daughter
952	15162	1032	son
953	15163	1033	son
954	15164	1034	daughter
955	15165	1035	son
956	15166	1036	daughter
957	15167	1037	son
958	15168	1038	daughter
959	15169	1039	daughter
960	15170	1040	daughter
961	15171	1041	son
962	15172	1042	son
963	15173	1043	daughter
964	15174	1044	daughter
965	15175	1045	daughter
966	15176	1046	daughter
967	15177	1047	daughter
968	15178	1048	son
969	15179	1049	son
970	15180	1050	daughter
971	15181	1051	daughter
972	15182	1052	daughter
973	15183	1053	daughter
974	15184	1054	son
975	15185	1055	daughter
976	15186	1056	daughter
977	15187	1057	son
978	15188	1058	daughter
979	15189	1059	son
980	15190	1060	daughter
981	15191	1061	son
982	15192	1062	son
983	15193	1063	son
984	15194	1064	daughter
985	15195	1065	son
986	15196	1066	unstated
987	15197	1067	son
988	15198	1068	daughter
989	15199	1069	son
990	15200	1070	son
991	15201	1071	son
992	15202	1072	son
993	15203	1073	daughter
994	15204	1074	son
995	15205	1075	son
996	15206	1076	son
997	15207	1077	daughter
998	15208	1078	son
999	15209	1079	son
1000	15210	1080	son
1001	15211	1081	daughter
1002	15212	1082	daughter
1003	15213	1083	daughter
1004	15214	1084	son
1005	15215	1085	son
1006	15216	1086	daughter
1007	15217	1087	daughter
1008	15218	1088	son
1009	15219	1089	daughter
1010	15220	1090	daughter
1011	15221	1091	daughter
1012	15222	1092	daughter
1013	15223	1093	son
1014	15224	1094	daughter
1015	15225	1095	daughter
1016	15226	1096	son
1017	15227	1097	son
1018	15228	1098	daughter
1019	15229	1099	son
1020	15230	1100	son
1021	15231	1101	daughter
1022	15232	1102	son
1023	15233	1103	daughter
1024	15234	1104	son
1025	15235	1105	daughter
1026	15236	1106	son
1027	15237	1107	daughter
1028	15238	1108	son
1029	15239	1109	daughter
1030	15240	1110	son
1031	15241	1111	daughter
1032	15242	1112	daughter
1033	15243	1113	daughter
1034	15244	1114	son
1035	15245	1115	son
1036	15246	1116	daughter
1037	15247	1117	son
1038	15248	1118	daughter
1039	15249	1119	son
1040	15250	1120	daughter
1041	15251	1121	son
1042	15252	1122	son
1043	15253	1123	daughter
1044	15254	1124	son
1045	15255	1125	daughter
1046	15256	1126	daughter
1047	15257	1127	son
1048	15258	1128	son
1049	15259	1129	daughter
1050	15260	1130	son
1051	15261	1131	daughter
1052	15262	1132	daughter
1053	15263	1133	son
1054	15264	1134	son
1055	15265	1135	daughter
1056	15266	1136	daughter
1057	15267	1137	daughter
1058	15268	1138	son
1059	15269	1139	son
1060	15270	1140	daughter
1061	15271	1141	daughter
1062	15272	1142	daughter
1063	15273	1143	daughter
1064	15274	1144	son
1065	15275	1145	son
1066	15276	1146	son
1067	15277	1147	daughter
1068	15278	1148	son
1069	15279	1149	daughter
1070	15280	1150	son
1071	15281	1151	son
1072	15282	1152	daughter
1073	15283	1153	son
1074	15284	1154	son
1075	15285	1155	daughter
1076	15286	1156	daughter
1077	15287	1157	son
1078	15288	1158	son
1079	15289	1159	daughter
1080	15290	1160	son
1081	15291	1161	daughter
1082	15292	1162	son
1083	15293	1163	son
1084	15294	1164	daughter
1085	15295	1165	son
1086	15296	1166	daughter
1087	15297	1167	son
1088	15298	1168	daughter
1089	15299	1169	daughter
1090	15300	1170	son
1091	15301	1171	daughter
1092	15302	1172	daughter
1093	15303	1173	daughter
1094	15304	1174	son
1095	15305	1175	daughter
1096	15306	1176	daughter
1097	15307	1177	daughter
1098	15308	1178	daughter
1099	15309	1179	daughter
1100	15310	1180	daughter
1101	15311	1181	son
1102	15312	1182	son
1103	15313	1183	daughter
1104	15314	1184	son
1105	15315	1185	son
1106	15316	1186	son
1107	15317	1187	son
1108	15318	1188	daughter
1109	15319	1189	daughter
1110	15320	1190	daughter
1111	15321	1191	son
1112	15322	1192	son
1113	15323	1193	son
1114	15324	1194	daughter
1115	15325	1195	son
1116	15326	1196	daughter
1117	15327	1197	daughter
1118	15328	1198	daughter
1119	15329	1199	son
1120	15330	1200	daughter
1121	15331	1201	daughter
1122	15332	1202	son
1123	15333	1203	unstated
1124	15334	1204	son
1125	15335	1205	daughter
1126	15336	1206	son
1127	15337	1207	daughter
1128	15338	1208	son
1129	15339	1209	son
1130	15340	1210	son
1131	15341	1211	daughter
1132	15342	1212	daughter
1133	15343	1213	daughter
1134	15344	1214	daughter
1135	15345	1215	son
1136	15346	1216	daughter
1137	15347	1217	son
1138	15348	1218	daughter
1139	15349	1219	son
1140	15350	1220	son
1141	15351	1221	daughter
1142	15352	1222	son
1143	15353	1223	son
1144	15354	1224	daughter
1145	15355	1225	daughter
1146	15356	1226	daughter
1147	15357	1227	son
1148	15358	1228	daughter
1149	15359	1229	daughter
1150	15360	1230	daughter
1151	15361	1231	daughter
1152	15362	1232	daughter
1153	15363	1233	son
1154	15364	1234	daughter
1155	15365	1235	daughter
1156	15366	1236	daughter
1157	15367	1237	daughter
1158	15368	1238	son
1159	15369	1239	son
1160	15370	1240	son
1161	15371	1241	daughter
1162	15372	1242	daughter
1163	15373	1243	daughter
1164	15374	1244	daughter
1165	15375	1245	daughter
1166	15376	1246	unstated
1167	15377	1247	son
1168	15378	1248	daughter
1169	15379	1249	daughter
1170	15380	1250	son
1171	15381		unstated
1172	15382	1251	daughter
1173	15383	1252	son
1174	15384	1253	son
1175	15385	1254	son
1176	15386	1255	daughter
1177	15387	1256	daughter
1178	15388	1257	daughter
1179	15389	1258	daughter
1180	15390	1259	daughter
1181	15391	1260	daughter
1182	15392	1261	son
1183	15393	1262	son
1184	15394	1263	daughter
1185	15395	1264	daughter
1186	15396	1265	daughter
1187	15397	1266	daughter
1188	15398	1267	son
1189	15399	1268	daughter
1190	15400	1269	son
1191	15401	1270	daughter
1192	15402	1271	unstated
1193	15403	1272	daughter
1194	15404	1273	son
1195	15405	1274	son
1196	15406	1275	son
1197	15407	1276	son
1198	15408	1277	daughter
1199	15409	1278	daughter
1200	15410	1279	son
1201	15411	1280	son
1202	15412	1281	son
1203	15413	1282	son
1204	15414	1283	daughter
1205	15415	1284	son
1206	15416	1285	son
1207	15417	1286	son
1208	15418	1287	son
1209	15419	1288	daughter
1210	15420	1289	daughter
1211	15421	1290	son
1212	15422	1291	daughter
1213	15423	1292	daughter
1214	15424	1293	daughter
1215	15425	1294	son
1216	15426	1295	son
1217	15427	1296	son
1218	15428	1297	daughter
1219	15429	1298	son
1220	15430	1299	daughter
1221	15431	1300	daughter
1222	15432	1301	daughter
1223	15433	1302	daughter
1224	15434	1303	daughter
1225	15435	1304	daughter
1226	15436	1305	son
1227	15437	1306	son
1228	15438	1307	son
1229	15439	1308	son
1230	15440	1309	daughter
1231	15441	1310	daughter
1232	15442	1311	son
1233	15443	1312	daughter
1234	15444	1313	daughter
1235	15445	1314	son
1236	15446	1315	son
1237	15447	1316	daughter
1238	15448	1317	son
1239	15449	1318	son
1240	15450	1319	son
1241	15451	1320	daughter
1242	15452	1321	daughter
1243	15453	1322	son
1244	15454	1323	
1245	15455	1324	son
1246	15456	1325	son
1247	15457	1326	daughter
1248	15458	1327	son
1249	15459	1328	daughter
1250	15460	1329	son
1251	15461	1330	daughter
1252	15462	1331	daughter
1253	15463	1332	son
1254	15464	1333	daughter
1255	15465	1334	daughter
1256	15466	1335	son
1257	15467	1336	son
1258	15468	1337	daughter
1259	15469	1338	unstated
1260	15470	1339	son
1261	15471	1340	daughter
1262	15472	1341	son
1263	15473	1342	son
1264	15474	1343	daughter
1265	15475	1344	son
1266	15476	1345	son
1267	15477	1346	daughter
1268	15478	1347	son
1269	15479	1348	son
1270	15480	1349	son
1271	15481	1350	daughter
1272	15482	1351	daughter
1273	15483	1352	son
1274	15484	1353	son
1275	15485	1354	daughter
1276	15486	1355	son
1277	15487	1356	son
1278	15488	1357	son
1279	15489	1358	son
1280	15490	1359	son
1281	15491	1360	son
1282	15492	1361	son
1283	15493	1362	daughter
1284	15494	1363	son
1285	15495	1364	son
1286	15496	1365	daughter
1287	15497	1366	daughter
1288	15498	1367	son
1289	15499	1368	daughter
1290	15500	1369	son
1291	15501	1370	son
1292	15502	1371	son
1293	15503	1372	son
1294	15504	1372	daughter
1295	15505	1373	daughter
1296	15506	1374	daughter
1297	15507	1375	son
