event_id	event_date	parish	event	unrelated_memo	marriage_authorisation	licence_issuer	memo	marriage_location	reg_order_num
1418	5/1/1605 00:00:00	All Hallows Honey Lane	Burial						1292000
1419	24/1/1605 00:00:00	All Hallows Honey Lane	Burial						1293000
1420	18/4/1606 00:00:00	All Hallows Honey Lane	Burial						1294000
1421	25/6/1606 00:00:00	All Hallows Honey Lane	Burial						1295000
1422	1/9/1606 00:00:00	All Hallows Honey Lane	Burial						1296000
1423	3/10/1606 00:00:00	All Hallows Honey Lane	Burial						1297000
1424	25/10/1606 00:00:00	All Hallows Honey Lane	Burial						1298000
1425	27/11/1606 00:00:00	All Hallows Honey Lane	Burial						1299000
1426	3/9/1607 00:00:00	All Hallows Honey Lane	Burial						1300000
1427	29/9/1607 00:00:00	All Hallows Honey Lane	Burial						1301000
1428	8/5/1608 00:00:00	All Hallows Honey Lane	Burial						1302000
1429	22/6/1608 00:00:00	All Hallows Honey Lane	Burial						1303000
1430	31/10/1608 00:00:00	All Hallows Honey Lane	Burial						1304000
1431	27/1/1608 00:00:00	All Hallows Honey Lane	Burial						1305000
1432	1/5/1609 00:00:00	All Hallows Honey Lane	Burial						1306000
1433	1/7/1609 00:00:00	All Hallows Honey Lane	Burial						1307000
1434	2/7/1609 00:00:00	All Hallows Honey Lane	Burial						1308000
1435	17/7/1609 00:00:00	All Hallows Honey Lane	Burial						1309000
1436	21/8/1609 00:00:00	All Hallows Honey Lane	Burial						1310000
1437	26/8/1609 00:00:00	All Hallows Honey Lane	Burial						1311000
1438	2/10/1609 00:00:00	All Hallows Honey Lane	Burial						1312000
1439	25/4/1610 00:00:00	All Hallows Honey Lane	Burial						1313000
1440	24/11/1610 00:00:00	All Hallows Honey Lane	Burial						1314000
1441	14/6/1611 00:00:00	All Hallows Honey Lane	Burial						1315000
1442	16/6/1611 00:00:00	All Hallows Honey Lane	Burial						1316000
1443	30/6/1611 00:00:00	All Hallows Honey Lane	Burial						1317000
1444	27/7/1611 00:00:00	All Hallows Honey Lane	Burial						1318000
1445	7/7/1611 00:00:00	All Hallows Honey Lane	Burial				Date: HR has June		1319000
1446	24/9/1611 00:00:00	All Hallows Honey Lane	Burial						1320000
1447	9/11/1611 00:00:00	All Hallows Honey Lane	Burial						1321000
1448	28/11/1611 00:00:00	All Hallows Honey Lane	Burial						1322000
1449	31/3/1612 00:00:00	All Hallows Honey Lane	Burial						1323000
1450	25/7/1612 00:00:00	All Hallows Honey Lane	Burial						1324000
1451	12/8/1612 00:00:00	All Hallows Honey Lane	Burial						1325000
1452	8/9/1612 00:00:00	All Hallows Honey Lane	Burial						1326000
1453	1/10/1612 00:00:00	All Hallows Honey Lane	Burial						1327000
1454	16/3/1612 00:00:00	All Hallows Honey Lane	Burial	the first yt ever was buried in ye cloister			the first yt ever was buried in ye cloister		1328000
1455	3/10/1613 00:00:00	All Hallows Honey Lane	Burial						1329000
1456	2/11/1613 00:00:00	All Hallows Honey Lane	Burial						1330000
1457	26/4/1614 00:00:00	All Hallows Honey Lane	Burial						1331000
1458	26/4/1614 00:00:00	All Hallows Honey Lane	Burial						1332000
1459	2/5/1614 00:00:00	All Hallows Honey Lane	Burial						1333000
1460	12/6/1614 00:00:00	All Hallows Honey Lane	Burial						1334000
1461	5/10/1614 00:00:00	All Hallows Honey Lane	Burial						1335000
1462	19/12/1614 00:00:00	All Hallows Honey Lane	Burial						1336000
1463	22/12/1614 00:00:00	All Hallows Honey Lane	Burial						1337000
1464	6/4/1615 00:00:00	All Hallows Honey Lane	Burial						1338000
1465	10/4/1615 00:00:00	All Hallows Honey Lane	Burial						1339000
1466	31/7/1615 00:00:00	All Hallows Honey Lane	Burial						1340000
1467	22/9/1615 00:00:00	All Hallows Honey Lane	Burial						1341000
1468	19/10/1615 00:00:00	All Hallows Honey Lane	Burial						1342000
1469	27/10/1615 00:00:00	All Hallows Honey Lane	Burial						1343000
1470	9/11/1615 00:00:00	All Hallows Honey Lane	Burial						1344000
1471	7/12/1615 00:00:00	All Hallows Honey Lane	Burial						1345000
1472	20/4/1616 00:00:00	All Hallows Honey Lane	Burial						1346000
1473	6/5/1616 00:00:00	All Hallows Honey Lane	Burial						1347000
1474	12/5/1616 00:00:00	All Hallows Honey Lane	Burial						1348000
1475	20/5/1616 00:00:00	All Hallows Honey Lane	Burial						1349000
1476	28/5/1616 00:00:00	All Hallows Honey Lane	Burial						1350000
1477	3/6/1616 00:00:00	All Hallows Honey Lane	Burial						1351000
1478	9/9/1616 00:00:00	All Hallows Honey Lane	Burial						1352000
1479	19/12/1616 00:00:00	All Hallows Honey Lane	Burial						1353000
1480	10/3/1616 00:00:00	All Hallows Honey Lane	Burial				Memorandum for certaine reasons delivered at a vestrie the p[_]ishe was content to remitte five shillinges in the burial of Mr Arthure Colebie. And this to be hereafter no president.		1354000
1481	29/4/1617 00:00:00	All Hallows Honey Lane	Burial						1355000
1482	6/6/1617 00:00:00	All Hallows Honey Lane	Burial						1356000
1483	6/6/1617 00:00:00	All Hallows Honey Lane	Burial						1357000
1484	11/7/1617 00:00:00	All Hallows Honey Lane	Burial						1358000
1485	23/8/1617 00:00:00	All Hallows Honey Lane	Burial						1359000
1486	9/1/1617 00:00:00	All Hallows Honey Lane	Burial						1360000
1487	4/3/1617 00:00:00	All Hallows Honey Lane	Burial						1361000
1488	10/3/1617 00:00:00	All Hallows Honey Lane	Burial						1362000
1489	27/3/1618 00:00:00	All Hallows Honey Lane	Burial						1363000
1490	6/4/1618 00:00:00	All Hallows Honey Lane	Burial						1364000
1491	7/6/1618 00:00:00	All Hallows Honey Lane	Burial						1365000
1492	11/6/1618 00:00:00	All Hallows Honey Lane	Burial						1366000
1493	17/6/1618 00:00:00	All Hallows Honey Lane	Burial						1367000
1494	15/8/1618 00:00:00	All Hallows Honey Lane	Burial						1368000
1495	12/9/1618 00:00:00	All Hallows Honey Lane	Burial						1369000
1496	23/11/1618 00:00:00	All Hallows Honey Lane	Burial						1370000
1497	24/11/1618 00:00:00	All Hallows Honey Lane	Burial						1371000
1498	16/12/1618 00:00:00	All Hallows Honey Lane	Burial						1372000
1499	26/12/1618 00:00:00	All Hallows Honey Lane	Burial						1373000
1500	18/3/1618 00:00:00	All Hallows Honey Lane	Burial						1374000
1501	23/3/1618 00:00:00	All Hallows Honey Lane	Burial						1375000
1502	19/6/1619 00:00:00	All Hallows Honey Lane	Burial						1376000
1503	1/7/1619 00:00:00	All Hallows Honey Lane	Burial						1377000
1504	7/9/1619 00:00:00	All Hallows Honey Lane	Burial						1378000
1505	13/9/1619 00:00:00	All Hallows Honey Lane	Burial						1379000
1506	4/11/1619 00:00:00	All Hallows Honey Lane	Burial						1380000
1507	14/12/1619 00:00:00	All Hallows Honey Lane	Burial						1381000
1508	2/4/1620 00:00:00	All Hallows Honey Lane	Burial						1382000
1509	7/4/1620 00:00:00	All Hallows Honey Lane	Burial						1383000
1510	26/5/1620 00:00:00	All Hallows Honey Lane	Burial						1384000
1511	19/8/1620 00:00:00	All Hallows Honey Lane	Burial						1385000
1512	31/8/1620 00:00:00	All Hallows Honey Lane	Burial						1386000
1513	11/9/1620 00:00:00	All Hallows Honey Lane	Burial						1387000
1514	18/10/1620 00:00:00	All Hallows Honey Lane	Burial						1388000
1515	20/12/1620 00:00:00	All Hallows Honey Lane	Burial				Date: crossed out in reg		1389000
1516	5/5/1621 00:00:00	All Hallows Honey Lane	Burial						1390000
1517	2/7/1621 00:00:00	All Hallows Honey Lane	Burial						1391000
1518	3/11/1621 00:00:00	All Hallows Honey Lane	Burial						1392000
1519	17/11/1621 00:00:00	All Hallows Honey Lane	Burial						1393000
1520	3/12/1621 00:00:00	All Hallows Honey Lane	Burial						1394000
1521	12/12/1621 00:00:00	All Hallows Honey Lane	Burial						1395000
1522	8/8/1622 00:00:00	All Hallows Honey Lane	Burial						1396000
1523	30/8/1622 00:00:00	All Hallows Honey Lane	Burial						1397000
1524	8/9/1622 00:00:00	All Hallows Honey Lane	Burial						1398000
1525	19/9/1622 00:00:00	All Hallows Honey Lane	Burial						1399000
1526	11/10/1622 00:00:00	All Hallows Honey Lane	Burial						1400000
1527	28/1/1622 00:00:00	All Hallows Honey Lane	Burial						1401000
1528	21/3/1622 00:00:00	All Hallows Honey Lane	Burial						1402000
1529	27/5/1623 00:00:00	All Hallows Honey Lane	Burial						1403000
1530	7/7/1623 00:00:00	All Hallows Honey Lane	Burial						1404000
1531	11/7/1623 00:00:00	All Hallows Honey Lane	Burial						1405000
1532	11/7/1623 00:00:00	All Hallows Honey Lane	Burial						1406000
1533	18/9/1623 00:00:00	All Hallows Honey Lane	Burial						1407000
1534	19/10/1623 00:00:00	All Hallows Honey Lane	Burial						1408000
1535	22/10/1623 00:00:00	All Hallows Honey Lane	Burial						1409000
1536	9/1/1623 00:00:00	All Hallows Honey Lane	Burial						1410000
1537	19/4/1624 00:00:00	All Hallows Honey Lane	Burial						1411000
1538	11/9/1624 00:00:00	All Hallows Honey Lane	Burial						1412000
1539	2/10/1624 00:00:00	All Hallows Honey Lane	Burial						1413000
1540	4/10/1624 00:00:00	All Hallows Honey Lane	Burial						1414000
1541	28/10/1624 00:00:00	All Hallows Honey Lane	Burial						1415000
1542	28/11/1624 00:00:00	All Hallows Honey Lane	Burial						1416000
1543	8/1/1624 00:00:00	All Hallows Honey Lane	Burial						1417000
1544	8/2/1624 00:00:00	All Hallows Honey Lane	Burial						1418000
1545	27/2/1624 00:00:00	All Hallows Honey Lane	Burial						1419000
1546	9/5/1625 00:00:00	All Hallows Honey Lane	Burial						1420000
1547	18/7/1625 00:00:00	All Hallows Honey Lane	Burial						1421000
1548	3/8/1625 00:00:00	All Hallows Honey Lane	Burial						1422000
1549	8/8/1625 00:00:00	All Hallows Honey Lane	Burial						1423000
1550	16/8/1625 00:00:00	All Hallows Honey Lane	Burial						1424000
1551	18/8/1625 00:00:00	All Hallows Honey Lane	Burial						1425000
1552	19/8/1625 00:00:00	All Hallows Honey Lane	Burial						1426000
1553	20/8/1625 00:00:00	All Hallows Honey Lane	Burial						1427000
1554	20/8/1625 00:00:00	All Hallows Honey Lane	Burial						1428000
1555	23/8/1625 00:00:00	All Hallows Honey Lane	Burial						1429000
1556	24/8/1625 00:00:00	All Hallows Honey Lane	Burial						1430000
1557	25/8/1625 00:00:00	All Hallows Honey Lane	Burial						1431000
1558	29/8/1625 00:00:00	All Hallows Honey Lane	Burial						1432000
1559	21/9/1625 00:00:00	All Hallows Honey Lane	Burial	"HR: ""here follows a blank space"""					1433000
1560	1/10/1625 00:00:00	All Hallows Honey Lane	Burial	"HR: ""here follows a blank space"""			date given as Oct 1625 only - no day specified		1434000
1561	26/2/1625 00:00:00	All Hallows Honey Lane	Burial				there was payd for yt parsons clarkes & Sextons duetyes vis and ye rest he craves to be remitted		1435000
1562	1/4/1626 00:00:00	All Hallows Honey Lane	Burial						1436000
1563	17/4/1626 00:00:00	All Hallows Honey Lane	Burial	"HR: ""here follows a blank space"""					1437000
1564	13/12/1626 00:00:00	All Hallows Honey Lane	Burial						1438000
1565	2/1/1626 00:00:00	All Hallows Honey Lane	Burial						1439000
1566	15/1/1626 00:00:00	All Hallows Honey Lane	Burial						1440000
1567	24/3/1626 00:00:00	All Hallows Honey Lane	Burial						1441000
1568	22/5/1627 00:00:00	All Hallows Honey Lane	Burial						1442000
1569	27/5/1627 00:00:00	All Hallows Honey Lane	Burial						1443000
1570	19/8/1627 00:00:00	All Hallows Honey Lane	Burial						1444000
1571	17/10/1627 00:00:00	All Hallows Honey Lane	Burial						1445000
1572	22/2/1627 00:00:00	All Hallows Honey Lane	Burial						1446000
1573	13/3/1627 00:00:00	All Hallows Honey Lane	Burial						1447000
1574	5/4/1628 00:00:00	All Hallows Honey Lane	Burial						1448000
1575	23/5/1628 00:00:00	All Hallows Honey Lane	Burial						1449000
1576	21/7/1628 00:00:00	All Hallows Honey Lane	Burial						1450000
1577	26/7/1628 00:00:00	All Hallows Honey Lane	Burial						1451000
1578	25/8/1628 00:00:00	All Hallows Honey Lane	Burial						1452000
1579	9/9/1628 00:00:00	All Hallows Honey Lane	Burial						1453000
1580	27/9/1628 00:00:00	All Hallows Honey Lane	Burial						1454000
1581	27/12/1628 00:00:00	All Hallows Honey Lane	Burial						1455000
1582	10/3/1628 00:00:00	All Hallows Honey Lane	Burial						1456000
1583	27/3/1629 00:00:00	All Hallows Honey Lane	Burial				Date: HR lists under 1628		1457000
1584	14/5/1629 00:00:00	All Hallows Honey Lane	Burial						1458000
1585	17/5/1629 00:00:00	All Hallows Honey Lane	Burial						1459000
1586	1/9/1629 00:00:00	All Hallows Honey Lane	Burial						1460000
1587	1/10/1629 00:00:00	All Hallows Honey Lane	Burial						1461000
1588	27/10/1629 00:00:00	All Hallows Honey Lane	Burial						1462000
1589	1/2/1629 00:00:00	All Hallows Honey Lane	Burial						1463000
1590	13/3/1629 00:00:00	All Hallows Honey Lane	Burial						1464000
1591	14/5/1630 00:00:00	All Hallows Honey Lane	Burial						1465000
1592	5/7/1630 00:00:00	All Hallows Honey Lane	Burial						1466000
1593	30/10/1630 00:00:00	All Hallows Honey Lane	Burial						1467000
1594	3/11/1630 00:00:00	All Hallows Honey Lane	Burial						1468000
1595	7/2/1630 00:00:00	All Hallows Honey Lane	Burial						1469000
1596	18/2/1630 00:00:00	All Hallows Honey Lane	Burial						1470000
1597	21/2/1630 00:00:00	All Hallows Honey Lane	Burial						1471000
1598	31/3/1631 00:00:00	All Hallows Honey Lane	Burial						1472000
1599	10/1/1631 00:00:00	All Hallows Honey Lane	Burial						1473000
1600	13/4/1632 00:00:00	All Hallows Honey Lane	Burial						1474000
1601	5/5/1632 00:00:00	All Hallows Honey Lane	Burial						1475000
1602	19/7/1632 00:00:00	All Hallows Honey Lane	Burial						1476000
1603	20/11/1632 00:00:00	All Hallows Honey Lane	Burial						1477000
1604	14/12/1632 00:00:00	All Hallows Honey Lane	Burial						1478000
1605	25/1/1632 00:00:00	All Hallows Honey Lane	Burial						1479000
1606	28/3/1633 00:00:00	All Hallows Honey Lane	Burial						1480000
1607	1/8/1633 00:00:00	All Hallows Honey Lane	Burial						1481000
1608	17/1/1633 00:00:00	All Hallows Honey Lane	Burial						1482000
1609	25/2/1633 00:00:00	All Hallows Honey Lane	Burial						1483000
1610	19/6/1634 00:00:00	All Hallows Honey Lane	Burial						1484000
1611	20/2/1634 00:00:00	All Hallows Honey Lane	Burial						1485000
1612	4/5/1635 00:00:00	All Hallows Honey Lane	Burial						1486000
1613	16/9/1635 00:00:00	All Hallows Honey Lane	Burial						1487000
1614	9/10/1635 00:00:00	All Hallows Honey Lane	Burial						1488000
1615	26/10/1635 00:00:00	All Hallows Honey Lane	Burial						1489000
1616	11/12/1635 00:00:00	All Hallows Honey Lane	Burial						1490000
1617	3/3/1635 00:00:00	All Hallows Honey Lane	Burial						1491000
1618	23/5/1636 00:00:00	All Hallows Honey Lane	Burial						1492000
1619	2/10/1636 00:00:00	All Hallows Honey Lane	Burial						1493000
1620	26/5/1637 00:00:00	All Hallows Honey Lane	Burial						1494000
1621	25/7/1637 00:00:00	All Hallows Honey Lane	Burial						1495000
1622	26/9/1637 00:00:00	All Hallows Honey Lane	Burial						1496000
1623	12/10/1637 00:00:00	All Hallows Honey Lane	Burial						1497000
1624	24/12/1637 00:00:00	All Hallows Honey Lane	Burial						1498000
1625	13/2/1637 00:00:00	All Hallows Honey Lane	Burial						1499000
1626	26/3/1638 00:00:00	All Hallows Honey Lane	Burial						1500000
1627	7/4/1638 00:00:00	All Hallows Honey Lane	Burial						1501000
1628	15/8/1638 00:00:00	All Hallows Honey Lane	Burial						1502000
1629	23/8/1638 00:00:00	All Hallows Honey Lane	Burial						1503000
1630	25/8/1638 00:00:00	All Hallows Honey Lane	Burial						1504000
1631	18/9/1638 00:00:00	All Hallows Honey Lane	Burial						1505000
1632	21/9/1638 00:00:00	All Hallows Honey Lane	Burial						1506000
1633	13/11/1638 00:00:00	All Hallows Honey Lane	Burial						1507000
1634	16/11/1638 00:00:00	All Hallows Honey Lane	Burial						1508000
1635	22/2/1638 00:00:00	All Hallows Honey Lane	Burial						1509000
1636	8/4/1639 00:00:00	All Hallows Honey Lane	Burial						1510000
1637	13/4/1639 00:00:00	All Hallows Honey Lane	Burial						1511000
1638	30/9/1639 00:00:00	All Hallows Honey Lane	Burial						1512000
1639	7/10/1639 00:00:00	All Hallows Honey Lane	Burial						1513000
1640	30/11/1639 00:00:00	All Hallows Honey Lane	Burial						1514000
1641	11/6/1640 00:00:00	All Hallows Honey Lane	Burial						1515000
1642	27/6/1640 00:00:00	All Hallows Honey Lane	Burial						1516000
1643	24/9/1640 00:00:00	All Hallows Honey Lane	Burial						1517000
1644	23/7/1640 00:00:00	All Hallows Honey Lane	Burial						1518000
1645	12/10/1640 00:00:00	All Hallows Honey Lane	Burial						1519000
1646	14/11/1640 00:00:00	All Hallows Honey Lane	Burial						1520000
1647	3/12/1640 00:00:00	All Hallows Honey Lane	Burial						1521000
1648	10/4/1641 00:00:00	All Hallows Honey Lane	Burial						1522000
1649	23/6/1641 00:00:00	All Hallows Honey Lane	Burial						1523000
1650	29/7/1641 00:00:00	All Hallows Honey Lane	Burial						1524000
1651	1/8/1641 00:00:00	All Hallows Honey Lane	Burial						1525000
1652	14/8/1641 00:00:00	All Hallows Honey Lane	Burial						1526000
1653	11/9/1641 00:00:00	All Hallows Honey Lane	Burial						1527000
1654	29/11/1641 00:00:00	All Hallows Honey Lane	Burial						1528000
1655	29/12/1641 00:00:00	All Hallows Honey Lane	Burial				Date: HR has November		1529000
1656	8/1/1641 00:00:00	All Hallows Honey Lane	Burial						1530000
1657	30/1/1641 00:00:00	All Hallows Honey Lane	Burial						1531000
1658	14/2/1641 00:00:00	All Hallows Honey Lane	Burial						1532000
1659	13/9/1642 00:00:00	All Hallows Honey Lane	Burial						1533000
1660	3/10/1642 00:00:00	All Hallows Honey Lane	Burial						1534000
1661	20/10/1642 00:00:00	All Hallows Honey Lane	Burial						1535000
1662	26/10/1642 00:00:00	All Hallows Honey Lane	Burial						1536000
1663	19/11/1642 00:00:00	All Hallows Honey Lane	Burial						1537000
1664	4/12/1642 00:00:00	All Hallows Honey Lane	Burial						1538000
1665	5/12/1642 00:00:00	All Hallows Honey Lane	Burial						1539000
1666	13/12/1642 00:00:00	All Hallows Honey Lane	Burial						1540000
1667	9/2/1642 00:00:00	All Hallows Honey Lane	Burial						1541000
1668	3/3/1642 00:00:00	All Hallows Honey Lane	Burial						1542000
1669	30/6/1643 00:00:00	All Hallows Honey Lane	Burial						1543000
1670	30/7/1643 00:00:00	All Hallows Honey Lane	Burial						1544000
1671	9/8/1643 00:00:00	All Hallows Honey Lane	Burial						1545000
1672	1/9/1643 00:00:00	All Hallows Honey Lane	Burial						1546000
1673	22/9/1643 00:00:00	All Hallows Honey Lane	Burial						1547000
1674	26/9/1643 00:00:00	All Hallows Honey Lane	Burial						1548000
1675	29/9/1643 00:00:00	All Hallows Honey Lane	Burial						1549000
1676	14/10/1643 00:00:00	All Hallows Honey Lane	Burial						1550000
1677	1/12/1643 00:00:00	All Hallows Honey Lane	Burial						1551000
1678	23/4/1644 00:00:00	All Hallows Honey Lane	Burial						1552000
1679	4/7/1644 00:00:00	All Hallows Honey Lane	Burial						1553000
1680	15/9/1644 00:00:00	All Hallows Honey Lane	Burial						1554000
1681	19/5/1645 00:00:00	All Hallows Honey Lane	Burial						1555000
1682	14/1/1645 00:00:00	All Hallows Honey Lane	Burial						1556000
1683	7/2/1645 00:00:00	All Hallows Honey Lane	Burial						1557000
1684	17/2/1645 00:00:00	All Hallows Honey Lane	Burial						1558000
1685	17/7/1646 00:00:00	All Hallows Honey Lane	Burial						1559000
1686	26/12/1646 00:00:00	All Hallows Honey Lane	Burial						1560000
1687	9/4/1647 00:00:00	All Hallows Honey Lane	Burial						1561000
1688	25/5/1647 00:00:00	All Hallows Honey Lane	Burial						1562000
1689	9/7/1647 00:00:00	All Hallows Honey Lane	Burial						1563000
1690	19/12/1647 00:00:00	All Hallows Honey Lane	Burial						1564000
1691	5/3/1647 00:00:00	All Hallows Honey Lane	Burial						1565000
1692	8/7/1648 00:00:00	All Hallows Honey Lane	Burial						1566000
1693	3/1/1648 00:00:00	All Hallows Honey Lane	Burial						1567000
1694	4/1/1648 00:00:00	All Hallows Honey Lane	Burial						1568000
1695	9/1/1648 00:00:00	All Hallows Honey Lane	Burial						1569000
1696	11/2/1648 00:00:00	All Hallows Honey Lane	Burial						1570000
1697	12/5/1649 00:00:00	All Hallows Honey Lane	Burial						1571000
1698	28/7/1649 00:00:00	All Hallows Honey Lane	Burial						1572000
1699	21/8/1649 00:00:00	All Hallows Honey Lane	Burial						1573000
1700	7/9/1649 00:00:00	All Hallows Honey Lane	Burial	"HR ""here follows an entry which is erased"""					1574000
1701	2/4/1650 00:00:00	All Hallows Honey Lane	Burial						1575000
1702	2/4/1650 00:00:00	All Hallows Honey Lane	Burial						1576000
1703	5/4/1650 00:00:00	All Hallows Honey Lane	Burial						1577000
1704	4/5/1650 00:00:00	All Hallows Honey Lane	Burial						1578000
1705	15/8/1650 00:00:00	All Hallows Honey Lane	Burial						1579000
1706	17/8/1650 00:00:00	All Hallows Honey Lane	Burial						1580000
1707	27/8/1650 00:00:00	All Hallows Honey Lane	Burial						1581000
1708	13/9/1650 00:00:00	All Hallows Honey Lane	Burial						1582000
1709	20/12/1650 00:00:00	All Hallows Honey Lane	Burial						1583000
1710	10/2/1650 00:00:00	All Hallows Honey Lane	Burial						1584000
1711	19/2/1650 00:00:00	All Hallows Honey Lane	Burial						1585000
1712	28/2/1650 00:00:00	All Hallows Honey Lane	Burial						1586000
1713	30/4/1651 00:00:00	All Hallows Honey Lane	Burial				date given as 31 April 1651		1587000
1714	17/5/1651 00:00:00	All Hallows Honey Lane	Burial						1588000
1715	27/6/1651 00:00:00	All Hallows Honey Lane	Burial						1589000
1716	18/7/1651 00:00:00	All Hallows Honey Lane	Burial						1590000
1717	8/9/1651 00:00:00	All Hallows Honey Lane	Burial						1591000
1718	2/10/1651 00:00:00	All Hallows Honey Lane	Burial						1592000
1719	17/1/1651 00:00:00	All Hallows Honey Lane	Burial						1593000
1720	20/2/1651 00:00:00	All Hallows Honey Lane	Burial						1594000
1721	26/2/1651 00:00:00	All Hallows Honey Lane	Burial						1595000
1722	7/5/1652 00:00:00	All Hallows Honey Lane	Burial						1596000
1723	26/5/1652 00:00:00	All Hallows Honey Lane	Burial						1597000
1724	19/7/1652 00:00:00	All Hallows Honey Lane	Burial						1598000
1725	12/11/1652 00:00:00	All Hallows Honey Lane	Burial						1599000
1726	21/12/1652 00:00:00	All Hallows Honey Lane	Burial				mary poual written just above Edward in reg - his wife?		1600000
1727	16/7/1653 00:00:00	All Hallows Honey Lane	Burial						1601000
1728	28/9/1653 00:00:00	All Hallows Honey Lane	Burial						1602000
1729	14/11/1653 00:00:00	All Hallows Honey Lane	Burial	HR: written on fo. 73a			Entries 1729-1730 do not appear on microfilm copy of reg.  Checked against HR only		1603000
1730	6/2/1653 00:00:00	All Hallows Honey Lane	Burial	HR: written on fo. 73a					1604000
1731	6/2/1653 00:00:00	All Hallows Honey Lane	Burial				duplicate of 1730		1605000
1732	11/5/1654 00:00:00	All Hallows Honey Lane	Burial						1606000
1733	13/5/1654 00:00:00	All Hallows Honey Lane	Burial						1607000
1734	10/6/1654 00:00:00	All Hallows Honey Lane	Burial						1608000
1735	21/7/1654 00:00:00	All Hallows Honey Lane	Burial						1609000
1736	6/9/1654 00:00:00	All Hallows Honey Lane	Burial						1610000
1737	14/9/1654 00:00:00	All Hallows Honey Lane	Burial						1611000
1738	6/10/1654 00:00:00	All Hallows Honey Lane	Burial						1612000
1739	6/12/1654 00:00:00	All Hallows Honey Lane	Burial						1613000
1740	16/12/1654 00:00:00	All Hallows Honey Lane	Burial						1614000
1741	30/12/1654 00:00:00	All Hallows Honey Lane	Burial						1615000
1742	22/6/1655 00:00:00	All Hallows Honey Lane	Burial						1616000
1743	25/7/1655 00:00:00	All Hallows Honey Lane	Burial						1617000
1744	28/8/1655 00:00:00	All Hallows Honey Lane	Burial						1618000
1745	4/1/1655 00:00:00	All Hallows Honey Lane	Burial						1619000
1746	20/3/1655 00:00:00	All Hallows Honey Lane	Burial						1620000
1747	30/4/1656 00:00:00	All Hallows Honey Lane	Burial						1621000
1748	9/5/1656 00:00:00	All Hallows Honey Lane	Burial						1622000
1749	16/5/1656 00:00:00	All Hallows Honey Lane	Burial						1623000
1750	27/7/1656 00:00:00	All Hallows Honey Lane	Burial						1624000
1751	17/10/1656 00:00:00	All Hallows Honey Lane	Burial				"HR: date altered from ""26 Sept."""		1625000
1752	26/9/1656 00:00:00	All Hallows Honey Lane	Burial						1626000
1753	18/11/1656 00:00:00	All Hallows Honey Lane	Burial	HR: remainder of page and the following page and the top half of the next page is blank					1627000
1754	21/4/1664 00:00:00	All Hallows Honey Lane	Burial						1628000
1755	3/5/1664 00:00:00	All Hallows Honey Lane	Burial						1629000
1756	27/9/1664 00:00:00	All Hallows Honey Lane	Burial						1630000
1757	8/11/1664 00:00:00	All Hallows Honey Lane	Burial						1631000
1758	6/12/1664 00:00:00	All Hallows Honey Lane	Burial						1632000
1759	11/3/1664 00:00:00	All Hallows Honey Lane	Burial						1633000
1760	22/3/1664 00:00:00	All Hallows Honey Lane	Burial						1634000
1761	24/3/1664 00:00:00	All Hallows Honey Lane	Burial						1635000
1762	30/3/1665 00:00:00	All Hallows Honey Lane	Burial						1636000
1763	5/9/1665 00:00:00	All Hallows Honey Lane	Burial						1637000
1764	8/8/1665 00:00:00	All Hallows Honey Lane	Burial						1638000
1765	15/9/1665 00:00:00	All Hallows Honey Lane	Burial						1639000
1766	21/9/1665 00:00:00	All Hallows Honey Lane	Burial						1640000
1767	19/9/1665 00:00:00	All Hallows Honey Lane	Burial	HR: here follows a blank space					1641000
1768	30/7/1666 00:00:00	All Hallows Honey Lane	Burial	HR: here follow two entries of Baptisms on 20 and 30 Nov 1665 which are cancelled					1642000
1769	8/2/1666 00:00:00	All Hallows Honey Lane	Burial	"HR: this is the last entry of a Burial in Register 1. Folios 64a to 73 blank, 74 to 86a blank, aftr which Marriages commence on fo. 87."					1643000
1794	4/6/1564 00:00:00	All Hallows Honey Lane	Marriage						1668000
1795	16/7/1564 00:00:00	All Hallows Honey Lane	Marriage						1669000
1796	27/11/1564 00:00:00	All Hallows Honey Lane	Marriage						1670000
1797	26/5/1565 00:00:00	All Hallows Honey Lane	Marriage						1671000
1798	8/7/1565 00:00:00	All Hallows Honey Lane	Marriage						1672000
1799	11/11/1565 00:00:00	All Hallows Honey Lane	Marriage						1673000
1800	18/2/1565 00:00:00	All Hallows Honey Lane	Marriage						1674000
1801	8/3/1565 00:00:00	All Hallows Honey Lane	Marriage				neyther of them bothe dwellyng in ye p[_]isshe		1675000
1802	28/4/1566 00:00:00	All Hallows Honey Lane	Marriage						1676000
1803	8/7/1566 00:00:00	All Hallows Honey Lane	Marriage						1677000
1804	11/7/1566 00:00:00	All Hallows Honey Lane	Marriage						1678000
1805	30/9/1566 00:00:00	All Hallows Honey Lane	Marriage						1679000
1806	5/11/1566 00:00:00	All Hallows Honey Lane	Marriage						1680000
1807	18/11/1566 00:00:00	All Hallows Honey Lane	Marriage						1681000
1808	22/6/1567 00:00:00	All Hallows Honey Lane	Marriage						1682000
1809	2/11/1567 00:00:00	All Hallows Honey Lane	Marriage						1683000
1810	30/11/1567 00:00:00	All Hallows Honey Lane	Marriage						1684000
1811	17/1/1567 00:00:00	All Hallows Honey Lane	Marriage						1685000
1812	26/1/1567 00:00:00	All Hallows Honey Lane	Marriage						1686000
1813	11/7/1568 00:00:00	All Hallows Honey Lane	Marriage						1687000
