ind_age_mar_stat_id	pid	agemaritalstatus
1335	2266	isservant
1336	2267	married
1337	2267	children
1338	2268	isservant
1339	2269	isservant
1340	2270	isservant
1341	2271	isservant
1342	2272	isservant
1343	2273	married
1344	2273	children
1345	2275	isservant
1346	2276	isservant
1347	2277	married
1348	2277	children
1349	2278	isservant
1350	2279	isservant
1351	2280	isservant
1352	2281	isservant
1353	2282	married
1354	2282	children
1355	2283	isservant
1356	2284	isservant
1357	2285	isservant
1358	2288	widow
1359	2288	children
1360	2289	isservant
1361	2290	isservant
1362	2291	isservant
1363	2292	children
1364	2293	isservant
1365	2294	isservant
1366	2295	isservant
1367	2296	married
1368	2296	children
1369	2297	isservant
1370	2298	married
1371	2299	isservant
1372	2300	isservant
1373	2301	married
1374	2301	children
1375	2302	isservant
1376	2303	isservant
1377	2307	married
1378	2307	children
1379	2308	isservant
1380	2309	isservant
1381	2310	isservant
1382	2311	children
1383	2312	isservant
1384	2313	isservant
1385	2316	married
1386	2317	isservant
1387	2318	isservant
1388	2320	hasservant
1389	2320	married
1390	2321	isservant
1391	2323	married
1392	2323	children
1393	2324	isservant
1394	2325	isservant
1395	2326	married
1396	2326	children
1397	2327	isservant
1398	2328	married
1399	2328	children
1400	2329	isservant
1401	2330	isservant
1402	2331	married
1403	2332	isservant
1404	2333	isservant
1405	2334	isservant
1406	2335	isservant
1407	2337	livingparent
1408	2338	isservant
1409	2339	isservant
1410	2340	isservant
1411	2341	isservant
1412	2342	married
1413	2342	children
1414	2343	isservant
1415	2344	isservant
1416	2345	married
1417	2345	children
1418	2346	married
1419	2346	children
1420	2349	isservant
1421	2350	isservant
1422	2351	isservant
1423	2352	married
1424	2352	children
1425	2353	married
1426	2353	children
1427	2357	isservant
1428	2358	isservant
1429	2359	isservant
1430	2361	married
1431	2361	children
1432	2362	married
1433	2362	children
1434	2366	isservant
1435	2367	isservant
1436	2368	isservant
1437	2369	isservant
1438	2370	isservant
1439	2371	isservant
1440	2372	isservant
1441	2373	married
1442	2373	children
1443	2374	married
1444	2374	children
1445	2376	isservant
1446	2377	isservant
1447	2378	isservant
1448	2379	married
1449	2379	children
1450	2380	married
1451	2380	children
1452	2382	isservant
1453	2383	isservant
1454	2387	isservant
1455	2388	isservant
1456	2389	married
1457	2389	children
1458	2390	married
1459	2390	children
1460	2392	isservant
1461	2393	isservant
1462	2395	children
1463	2396	isservant
1464	2397	isservant
1465	2398	isservant
1466	2399	married
1467	2399	children
1468	2400	married
1469	2400	children
1470	2404	isservant
1471	2405	isservant
1472	2406	isservant
1473	2407	isservant
1474	2408	married
1475	2409	isservant
1476	2410	isservant
1477	2412	married
1478	2413	married
1479	2414	isservant
1480	2415	isservant
1481	2416	isservant
1482	2418	isservant
1483	2419	isservant
1484	2420	isservant
1485	2422	married
1486	2423	married
1487	2424	isservant
1488	2426	married
1489	2426	children
1490	2427	married
1491	2427	children
1492	2430	isservant
1493	2431	hasservant
1494	2431	married
1495	2432	hasservant
1496	2432	married
1497	2433	isservant
1498	2437	married
1499	2437	children
1500	2440	isservant
1501	2441	isservant
1502	2442	isservant
1503	2443	married
1504	2443	children
1505	2444	isservant
1506	2445	isservant
1507	2446	married
1508	2446	children
1509	2447	married
1510	2447	children
1511	2452	isservant
1512	2453	isservant
1513	2454	isservant
1514	2455	livingparent
1515	2455	children
1516	2456	isservant
1517	2457	isservant
1518	2458	isservant
1519	2461	married
1520	2464	isservant
1521	2465	isservant
1522	2466	married
1523	2466	children
1524	2467	isservant
1525	2468	isservant
1526	2469	married
1527	2470	isservant
1528	2471	isservant
1529	2472	isservant
1530	2473	isservant
1531	2474	sibling
1532	2475	married
1533	2475	children
1534	2479	isservant
1535	2480	hasservant
1536	2480	married
1537	2481	hasservant
1538	2481	married
1539	2482	isservant
1540	2483	hasservant
1541	2483	children
1542	2484	isservant
1543	2485	married
1544	2485	children
1545	2486	married
1546	2486	children
1547	2490	isservant
1548	2491	isservant
1549	2492	isservant
1550	2493	isservant
1551	2496	married
1552	2497	isservant
1553	2498	isservant
1554	2500	hasservant
1555	2500	married
1556	2501	hasservant
1557	2501	married
1558	2502	isservant
1559	2503	isservant
1560	2504	married
1561	2504	children
1562	2505	married
1563	2505	children
1564	2508	isservant
1565	2509	isservant
1566	2510	isservant
1567	2511	married
1568	2512	isservant
1569	2513	isservant
1570	2514	isservant
1571	2515	hasservant
1572	2518	isservant
1573	2519	isservant
1574	2521	married
1575	2522	isservant
1576	2523	isservant
1577	2524	isservant
1578	2525	married
1579	2525	children
1580	2526	hasservant
1581	2527	married
1582	2527	children
1583	2528	isservant
1584	2529	married
1585	2529	children
1586	2530	isservant
1587	2531	isservant
1588	2532	isservant
1589	2533	married
1590	2534	isservant
1591	2535	isservant
1592	2536	sibling
1593	2541	isservant
1594	2542	isservant
1595	2543	isservant
1596	2544	isservant
1597	2545	isservant
1598	2546	married
1599	2546	children
1600	2547	isservant
1601	2548	isservant
1602	2549	isservant
1603	2551	isservant
1604	2552	isservant
1605	2553	married
1606	2553	children
1607	2554	isservant
1608	2555	hasservant
1609	2555	married
1610	2556	married
1611	2556	children
1612	2557	isservant
1613	2558	isservant
1614	2559	isservant
1615	2562	married
1616	2563	hasservant
1617	2563	children
1618	2564	hasservant
1619	2565	married
1620	2567	married
1621	2567	children
1622	2568	children
1623	2569	hasservant
1624	2570	hasservant
1625	2573	hasservant
1626	2573	married
1627	2573	children
1628	2574	hasservant
1629	2574	married
1630	2578	married
1631	2578	children
1632	2579	married
1633	2579	children
1634	2580	isservant
1635	2581	isservant
1636	2582	isservant
1637	2583	isservant
1638	2585	hasservant
1639	2585	married
1640	2586	married
1641	2586	children
1642	2588	hasservant
1643	2588	married
1644	2588	children
1645	2589	hasservant
1646	2591	hasservant
1647	2591	married
1648	2591	children
1649	2593	married
1650	2593	children
1651	2599	hasservant
1652	2599	married
1653	2599	children
1654	2600	hasservant
1655	2600	married
1656	2600	children
1657	2601	hasservant
1658	2601	married
1659	2601	children
1660	2602	hasservant
1661	2603	married
1662	2604	hasservant
1663	2604	married
1664	2604	children
1665	2606	married
1666	2608	hasservant
1667	2608	married
1668	2608	children
1669	2609	sibling
1670	2614	hasservant
1671	2614	married
1672	2614	children
1673	2615	hasservant
1674	2615	children
1675	2617	hasservant
1676	2617	married
1677	2618	hasservant
1678	2618	married
1679	2619	married
1680	2620	married
1681	2621	married
1682	2624	isservant
1683	2625	isservant
1684	2626	isservant
1685	2628	married
