bmb_relat_junc_id	pid	event_id	relationship	related_to_origbmb_pid	residence	comment	stated_sex	age
412	36969	698	daughter of	851			unstated
413	36970	699	son of	852			unstated
414	36971	700	daughter of	853			unstated
415	36972	701	son of	854			unstated
416	36973	702	daughter of	855			unstated
417	36974	703	son of	856			unstated
418	36975	704	unstated	857			unstated
419	36976	705	daughter of	858			unstated
420	36977	706	daughter of	859			unstated
421	36978	707	son of	860			unstated
422	36979	708	son of	861			unstated
423	36980	709	son of	862			unstated
424	36981	710	daughter of	863	Cowlbroke		man
425	36982	711	son of	864			unstated
426	36983	712	daughter of	865			unstated
427	36984	713	son of	866			unstated
428	36985	714	son of	867			unstated
429	36986	715	son of	868			unstated
430	36987	716	daughter of	869			unstated
431	36988	717	son of	870			unstated
432	36989	718	son of	871			unstated
433	36990	719	son of	872			unstated
434	36991	720	daughter of	873			unstated
435	36992	721	son of	874			unstated
436	36993	722	daughter of	875			unstated
437	36994	723	daughter of	876			unstated
438	36995	724	daughter of	877			unstated
439	36996	726	son of	879			unstated
440	36997	727	son of	880			unstated
441	36998	728	daughter of	881			unstated
442	36999	729	son of	882			unstated
443	37000	730	daughter of	883			unstated
444	37001	731	son of	884			unstated
445	37002	732	daughter of	885			unstated
446	37003	733	son of	886			unstated
447	37004	734	son of	887			unstated
448	37005	735	son of	888			unstated
449	37006	736	daughter of	889			unstated
450	37007	737	son of	890			unstated
451	37008	738	daughter of	891			unstated
452	37009	739	daughter of	892		HR: altered from Weald	unstated
453	37010	740	daughter of	893			unstated
454	37011	741	daughter of	894			unstated
455	37012	742	daughter of	895			unstated
456	37013	743	son of	896			unstated
457	37014	744	son of	897			unstated
458	37015	745	son of	898			unstated
459	37016	746	daughter of	899			unstated
460	37017	747	son of	900			unstated
461	37018	748	daughter of	901			unstated
462	37019	749	daughter of	902			unstated
463	37020	750	son of	903			unstated
464	37021	751	son of	904			unstated
465	37022	752	daughter of	905			unstated
466	37023	753	daughter of	906	skottyche		man
467	37024	754	daughter of	907			unstated
468	37025	755	son of	908			unstated
469	37026	756	daughter of	909			unstated
470	37027	757	daughter of	910			unstated
471	37028	758	son of	911			unstated
472	37029	759	son of	912			unstated
473	37030	760	daughter of	913			unstated
474	37031	761	son of	914			unstated
475	37032	762	daughter of	915			unstated
476	37033	763	son of	916			unstated
477	37034	764	daughter of	917			unstated
478	37035	765	son of	918			unstated
479	37036	766	daughter of	919			unstated
480	37037	767	son of	920			unstated
481	37038	768	son of	921			unstated
482	37039	769	son of	922			unstated
483	37040	770	son of	923			unstated
484	37041	771	daughter of	924		& Judith his wife	his
485	37042	772	daughter of	925			his
486	37043	772	daughter of	925			wife
487	37044	771	daughter of	924			wife
488	37045	773	daughter of	926			unstated
489	37046	774	son of	927			unstated
490	37047	775	daughter of	928			unstated
491	37048	776	daughter of	929			unstated
492	37049	777	son of	930			unstated
493	37050	778	son of	931			unstated
494	37051	779	son of	932			unstated
495	37052	780	son of	933			unstated
496	37053	781	son of	934			unstated
497	37054	782	son of	935			unstated
498	37055	783	daughter of	936			unstated
499	37056	784	son of	937			unstated
500	37057	785	son of	938			unstated
501	37058	786	daughter of	939			unstated
502	37059	787	son of	940			unstated
503	37060	788	daughter of	941			unstated
504	37061	789	son of	942			unstated
505	37062	790	son of	943			unstated
506	37063	791	daughter of	944			unstated
507	37064	792	son of	945			unstated
508	37065	793	son of	946			unstated
509	37066	794	son of	947			unstated
510	37067	795	daughter of	948			unstated
511	37068	796	son of	949			unstated
512	37069	796	son of	949			unstated
513	37070	797	daughter of	950			Mr
514	37071	798	daughter of	951			unstated
515	37072	799	son of	952			unstated
516	37073	800	son of	953			unstated
517	37074	801	daughter of	954			unstated
518	37075	802	daughter of	955			unstated
519	37076	803	daughter of	956			unstated
520	37077	804	daughter of	957			unstated
521	37078	805	son of	958			unstated
522	37079	806	son of	959			unstated
523	37080	807	daughter of	960			unstated
524	37081	808	daughter of	961			unstated
525	37082	809	daughter of	962			unstated
526	37083	810	son of	963			unstated
527	37084	811	son of	964			unstated
528	37085	812	son of	965			unstated
529	37086	813	son of	966			unstated
530	37087	814	son of	967			unstated
531	37088	815	daughter of	968			unstated
532	37089	816	daughter of	969			unstated
533	37090	817	daughter of	970			unstated
534	37091	818	daughter of	971			unstated
535	37092	819	son of	972			unstated
536	37093	820	daughter of	973			unstated
537	37094	821	daughter of	974			unstated
538	37095	822	daughter of	975			unstated
539	37096	823	son of	976			unstated
540	37097	824	daughter of	977			unstated
541	37098	825	son of	978			unstated
542	37099	826	son of	979			unstated
543	37100	827	son of	980			unstated
544	37101	828	daughter of	981			unstated
545	37102	829	daughter of	982			unstated
546	37103	830	daughter of	983			unstated
547	37104	831	son of	984			unstated
548	37105	832	son of	985			unstated
549	37106	834	daughter of	987			unstated
550	37107	835	son of	988			unstated
551	37108	836	daughter of	989			unstated
552	37109	837	daughter of	990			unstated
553	37110	838	daughter of	991			unstated
554	37111	839	son of	992			unstated
555	37112	840	daughter of	993			unstated
556	37113	841	daughter of	994			unstated
557	37114	842	son of	995			unstated
558	37115	844	son of	997			unstated
559	37116	846	daughter of	999			unstated
560	37117	847	son of	1000			unstated
561	37118	848	son of	1001			unstated
562	37119	849	daughter of	1002			unstated
563	37120	850	daughter of	1003			unstated
564	37121	851	daughter of	1004	Citie of Exeter		his
565	37122	851	daughter of	1004	Citie of Exeter	Hir M.N. was Sibble Homes L. at Northa[-]pton	wife
566	37123	852	daughter of	1005			unstated
567	37124	853	son of	1006			unstated
568	37125	854	son of	1007	Bowe?		unstated
569	37126	855	daughter of	1008			unstated
570	37127	856	son of	1009			unstated
571	37128	857	son of	1010			unstated
572	37129	858	son of	1011			unstated
573	37130	859	daughter of	1012			unstated
574	37131	860	daughter of	1013			unstated
575	37132	861	son of	1014	Bowe p[_]ishe		unstated
576	37133	862	daughter of	1015			unstated
577	37134	863	son of	1016			unstated
578	37135	864	daughter of	1017			unstated
579	37136	865	son of	1018			unstated
580	37137	866	daughter of	1019			unstated
581	37138	867	daughter of	1020			unstated
582	37139	868	daughter of	1021			unstated
583	37140	869	son of	1022			unstated
584	37141	870	son of	1023			unstated
585	37142	871	son of	1024			unstated
586	37143	872	daughter of	1025			unstated
587	37144	873	daughter of	1026			unstated
588	37145	874	daughter of	1027			unstated
589	37146	875	daughter of	1028			unstated
590	37147	876	son of	1029			unstated
591	37148	877	son of	1030			unstated
592	37149	878	daughter of	1031			unstated
593	37150	879	daughter of	1032			unstated
594	37151	880	son of	1033			unstated
595	37152	881	son of	1034			unstated
596	37153	882	daughter of	1035			unstated
597	37154	883	son of	1036			unstated
598	37155	884	son of	1037			unstated
599	37156	885	daughter of	1038			unstated
600	37157	886	daughter of	1039			unstated
601	37158	887	daughter of	1040			unstated
602	37159	888	daughter of	1041			unstated
603	37160	889	daughter of	1042			unstated
604	37161	890	daughter of	1043			unstated
605	37162	891	son of	1044			unstated
606	37163	892	son of	1045			unstated
607	37164	893	daughter of	1046			unstated
608	37165	894	daughter of	1047			unstated
609	37166	895	daughter of	1048			unstated
610	37167	896	son of	1049			unstated
611	37168	897	daughter of	1050			unstated
612	37169	898	son of	1051			unstated
613	37170	899	son of	1052			unstated
614	37171	900	daughter of	1053			unstated
615	37172	901	daughter of	1054			unstated
616	37173	902	daughter of	1055			unstated
617	37174	903	daughter of	1056			unstated
618	37175	904	son of	1057			unstated
619	37176	905	daughter of	1058			unstated
620	37177	907	son of	1060			unstated
621	37178	908	son of	1061			unstated
622	37179	909	son of	1062			unstated
623	37180	910	son of	1063			unstated
624	37181	911	daughter of	1064			unstated
625	37182	912	son of	1065			unstated
626	37183	913	son of	1066			unstated
627	37184	914	daughter of	1067			unstated
628	37185	915	daughter of	1068			unstated
629	37186	916	daughter of	1069			unstated
630	37187	917	son of	1070			unstated
631	37188	918	son of	1071			unstated
632	37189	919	daughter of	1072			unstated
633	37190	920	son of	1073			unstated
634	37191	921	son of	1074			unstated
635	37192	922	son of	1075			unstated
636	37193	923	daughter of	1076			unstated
637	37194	924	daughter of	1077			unstated
638	37195	925	daughter of	1078			unstated
639	37196	926	daughter of	1079			unstated
640	37197	927	daughter of	1080			unstated
641	37198	928	daughter of	1081			unstated
642	37199	929	son of	1082			unstated
643	37200	930	son of	1083			unstated
644	37201	931	son of	1084			unstated
645	37202	932	daughter of	1085			unstated
646	37203	933	daughter of	1086			unstated
647	37204	934	daughter of	1087			unstated
648	37205	935	daughter of	1088			unstated
649	37206	936	daughter of	1089			unstated
650	37207	937	servant of	1090			unstated
651	37208	938	daughter of	1091			unstated
652	37209	939	son of	1092			unstated
653	37210	940	daughter of	1093			unstated
654	37211	941	daughter of	1094			unstated
655	37212	942	daughter of	1095			unstated
656	37213	943	daughter of	1096			unstated
657	37214	944	son of	1097			unstated
658	37215	945	daughter of	1098			unstated
659	37216	946	son of	1099			unstated
660	37217	947	son of	1100			unstated
661	37218	948	son of	1101			unstated
662	37219	948	son of	1101			unstated
663	37220	949	daughter of	1102			unstated
664	37221	949	daughter of	1102			unstated
665	37222	950	son of	1103			unstated
666	37223	950	son of	1103			unstated
667	37224	951	daughter of	1104			unstated
668	37225	951	daughter of	1104			unstated
669	37226	952	son of	1105			unstated
670	37227	952	son of	1105			unstated
671	37228	953	son of	1106			unstated
672	37229	954	son of	1107			unstated
673	37230	955	daughter of	1108			unstated
674	37231	955	daughter of	1108			unstated
675	37232	956	daughter of	1109			unstated
676	37233	956	daughter of	1109			unstated
677	37234	957	son of	1110			unstated
678	37235	958	son of	1111			unstated
679	37236	958	son of	1111			unstated
680	37237	959	son of	1112			unstated
681	37238	959	son of	1112			unstated
682	37239	960	son of	1113			unstated
683	37240	960	son of	1113			unstated
684	37241	961	son of	1114			unstated
685	37242	962	daughter of	1115			unstated
686	37243	962	daughter of	1115			unstated
687	37244	963	son of	1116			unstated
688	37245	964	daughter of	1117			unstated
689	37246	964	daughter of	1117			unstated
690	37247	965	son of	1118			unstated
691	37248	965	son of	1118			unstated
692	37249	966	daughter of	1119			unstated
693	37250	966	daughter of	1119			unstated
694	37251	967	son of	1120			unstated
695	37252	967	son of	1120			unstated
696	37253	968	son of	1121			unstated
697	37254	968	son of	1121			unstated
698	37255	969	son of	1122			unstated
699	37256	969	son of	1122			unstated
700	37257	970	daughter of	1123			unstated
701	37258	970	daughter of	1123			unstated
702	37259	971	son of	1124			unstated
703	37260	971	son of	1124			
704	37261	972	daughter of	1125			unstated
705	37262	972	daughter of	1125			unstated
706	37263	973	daughter of	1126			unstated
707	37264	973	daughter of	1126			unstated
708	37265	974	daughter of	1127			unstated
709	37266	974	daughter of	1127			unstated
710	37267	975	daughter of	1128			unstated
711	37268	975	daughter of	1128			unstated
712	37269	976	daughter of	1129			unstated
713	37270	976	daughter of	1129			unstated
714	37271	977	daughter of	1130	p[_]ishe of St Mary Maudline in Milke Streete		unstated
715	37272	977	daughter of	1130	p[_]ishe of St Mary Maudline in Milke Streete		unstated
716	37273	978	son of	1131			unstated
717	37274	978	son of	1131			unstated
718	37275	979	son of	1132			unstated
719	37276	979	son of	1132			unstated
720	37277	980	daughter of	1133			unstated
721	37278	980	daughter of	1133			unstated
722	37279	981	daughter of	1134			unstated
723	37280	981	daughter of	1134			unstated
724	37281	982	son of	1135			unstated
725	37282	982	son of	1135			unstated
726	37283	983	daughter of	1136			unstated
727	37284	983	daughter of	1136			unstated
728	37285	984	son of	1137			unstated
729	37286	984	son of	1137			unstated
730	37287	985	son of	1138			unstated
731	37288	985	son of	1138			unstated
732	37289	986	daughter of	1139			unstated
733	37290	986	daughter of	1139			unstated
734	37291	988	son of	1141			unstated
735	37292	988	son of	1141			unstated
736	37293	989	son of	1142			unstated
737	37294	989	son of	1142			unstated
738	37295	990	son of	1143			unstated
739	37296	990	son of	1143			unstated
740	37297	991	daughter of	1144			unstated
741	37298	991	daughter of	1144			unstated
742	37299	992	daughter of	1145			unstated
743	37300	992	daughter of	1145			unstated
744	37301	993	son of	1146			unstated
745	37302	993	son of	1146			unstated
746	37303	994	daughter of	1147			unstated
747	37304	994	daughter of	1147			unstated
748	37305	995	son of	1148			unstated
749	37306	995	son of	1148			unstated
750	37307	996	daughter of	1149			his
751	37308	996	daughter of	1149			wife
752	37309	997	daughter of	1150			unstated
753	37310	997	daughter of	1150			unstated
754	37311	998	daughter of	1151	Bowe p[_]ishe		unstated
755	37312	998	daughter of	1151	Bowe p[_]ishe		unstated
756	37313	999	son of	1152			unstated
757	37314	999	son of	1152			unstated
758	37315	1000	son of	1153			unstated
759	37316	1001	daughter of	1154			unstated
760	37317	1001	daughter of	1154			unstated
761	37318	1002	daughter of	1155			unstated
762	37319	1002	daughter of	1155			unstated
763	37320	1003	daughter of	1156			unstated
764	37321	1003	daughter of	1156			unstated
765	37322	1004	son of	1157			unstated
766	37323	1004	son of	1157			unstated
767	37324	1005	daughter of	1158			unstated
768	37325	1005	daughter of	1158			wife
769	37326	1006	daughter of	1159			unstated
770	37327	1006	daughter of	1159			unstated
771	37328	1007	son of	1160		the supposed son of	unstated
772	37329	1007	son of	1160			unstated
773	37330	1008	daughter of	1161			unstated
774	37331	1008	daughter of	1161			unstated
775	37332	1009	son of	1162			his
776	37333	1009	son of	1162			wire
777	37334	1010	daughter of	1163			unstated
778	37335	1010	daughter of	1163			unstated
779	37336	1011	son of	1164			his
780	37337	1011	son of	1164			wife
781	37338	1012	daughter of	1165			unstated
782	37339	1012	daughter of	1165			unstated
783	37340	1013	son of	1166			his
784	37341	1013	son of	1166			wife
785	37342	1015	daughter of	1168			unstated
786	37343	1015	daughter of	1168			unstated
