id_1327,id_1332,id_1334,county,county2,old_unit,oth_unit,old_hund,hundred,docname,modname,nameinfo,Taxpayers 1327,Taxpayers 1332,"£1,327",shillings 1327,pence 1327,"£1,332",shillings 1332,pence 1332,"£1,334",shillings 1334,penc 1334,gridref,gridx,gridy,townyear,townpage,rtownpage
40250,40250,40250,SHROPSHIRE,,,,UNKNOWN,UNKNOWN,SUBTAXERS,SUBTAXERS,,0,6,0,0,0,2,0,0,0,0,0,,0,0,,0,0
0,90,90,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,SANDEYES,SANDY,,0,47,0,0,0,5,12,0,6,8,8,TL174491,517400,249100,,0,0
0,100,100,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,DUNTON',DUNTON,,0,33,0,0,0,3,3,4.25,3,12,6.25,TL238442,523800,244200,,0,0
0,200,200,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,MULNHO,MILLOW,,0,29,0,0,0,4,0,0.25,4,8,8,TL229433,522900,243300,,0,0
0,300,300,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,HATTELE,COCKAYNE HATLEY,,0,34,0,0,0,5,5,2,5,12,2,TL256496,525600,249600,,0,0
0,400,400,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,LANGEFORD,LANGFORD,,0,28,0,0,0,3,14,11,4,6,3.75,TL185413,518500,241300,,0,0
0,500,500,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,POTTON',POTTON,,0,27,0,0,0,5,0,0,5,8,8,TL223491,522300,249100,,0,0
0,600,600,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,EDWORTH',EDWORTH,,0,18,0,0,0,2,1,0,2,5,0.75,TL222406,522200,240600,,0,0
0,700,700,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,SUTTON',SUTTON,,0,31,0,0,0,5,2,4,5,14,4,TL222473,522200,247300,,0,0
0,800,800,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,BIKELESWAD,BIGGLESWADE,,0,39,0,0,0,5,2,6,5,11,2.5,TL182446,518200,244600,1132,65,0
0,900,900,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,HOLM,HOLME,,0,34,0,0,0,3,9,4,3,14,8,TL197426,519700,242600,,0,0
0,900,900,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,ESTWYK',ASTWICK,,0,0,0,0,0,0,0,0,0,0,0,TL213385,521300,238500,,0,0
0,1100,1100,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,EYEWORTH',EYEWORTH,,0,21,0,0,0,2,10,8,3,2,8,TL250456,525000,245600,,0,0
0,1200,1200,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,BERKFORD,LITTLE BARFORD,,0,28,0,0,0,3,12,6,3,16,6,TL178570,517800,257000,,0,0
0,1200,1200,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,EVERTON,EVERTON,,0,0,0,0,0,0,0,0,0,0,0,TL203513,520300,251300,,0,0
0,1400,1400,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,TEMESEFORD,TEMPSFORD,,0,38,0,0,0,3,9,4,3,18,0,TL162530,516200,253000,,0,0
0,1500,1500,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,WRASTLYNGWORTH',WRESTLINGWORTH,,0,40,0,0,0,5,10,1,5,18,9,TL259473,525900,247300,,0,0
0,1600,1600,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,STRATTON',STRATTON,,0,29,0,0,0,2,9,8.5,2,13,8.5,TL204442,520400,244200,,0,0
0,91111,91111,BEDFORDSHIRE,,,,HD. BIKELESWAD,BIGGLESWADE HUNDRED,,TOTAL,,0,0,0,0,0,60,2,10,66,11,10.75,,0,0,,0,0
0,1700,1700,BEDFORDSHIRE,,,,HD. BEREFORD,BARFORD HUNDRED,ETON',EATON SOCON,,0,54,0,0,0,10,0,0,10,12,0,TL171589,517100,258900,,0,0
0,1710,0,BEDFORDSHIRE,,,,HD. BEREFORD,BARFORD HUNDRED,SUDBURI,SUDBURY,,0,2,0,0,0,0,7,0,0,0,0,TL183616,518300,261600,,0,0
0,1800,1800,BEDFORDSHIRE,,,,HD. BEREFORD,BARFORD HUNDRED,WYBOLDESTON',WYBOSTON,,0,49,0,0,0,8,0,1.5,8,7,1.5,TL164566,516400,256600,,0,0
0,1900,1900,BEDFORDSHIRE,,,,HD. BEREFORD,BARFORD HUNDRED,CHALUESTERNE,CHAWSTON,,0,35,0,0,0,5,8,7.5,5,14,7.5,TL157562,515700,256200,,0,0
0,2000,2000,BEDFORDSHIRE,,,,HD. BEREFORD,BARFORD HUNDRED,COLMORD,COLMWORTH,,0,27,0,0,0,6,13,2,7,0,2,TL109586,510900,258600,,0,0
0,2100,2100,BEDFORDSHIRE,,,,HD. BEREFORD,BARFORD HUNDRED,WILDEN',WILDEN,,0,31,0,0,0,4,13,4,4,19,4,TL094552,509400,255200,,0,0
0,2200,2200,BEDFORDSHIRE,,,,HD. BEREFORD,BARFORD HUNDRED,ROKKESDON',ROXTON,,0,36,0,0,0,4,18,0,5,4,0,TL153545,515300,254500,,0,0
0,2300,2300,BEDFORDSHIRE,,,,HD. BEREFORD,BARFORD HUNDRED,GOLDYNGTON,GOLDINGTON,,0,27,0,0,0,3,2,0,3,7,4,TL077510,507700,251000,,0,0
0,2400,2400,BEDFORDSHIRE,,,,HD. BEREFORD,BARFORD HUNDRED,RONHAL,RENHOLD,,0,39,0,0,0,6,0,8.5,6,7,8.5,TL089529,508900,252900,,0,0
0,2400,2400,BEDFORDSHIRE,,,,HD. BEREFORD,BARFORD HUNDRED,RAVENESDEN',RAVENSDEN,,0,0,0,0,0,0,0,0,0,0,0,TL078543,507800,254300,,0,0
0,2600,2600,BEDFORDSHIRE,,,,HD. BEREFORD,BARFORD HUNDRED,BEREFORD,GREAT BARFORD,,0,42,0,0,0,5,10,0,5,18,8,TL134517,513400,251700,,0,0
0,91111,91111,BEDFORDSHIRE,,,,HD. BEREFORD,BARFORD HUNDRED,,TOTAL,,0,0,0,0,0,54,12,11.5,57,10,11.5,,0,0,,0,0
0,2700,2700,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,LA LYE,THURLEIGH,,0,29,0,0,0,3,3,2.5,3,8,6.5,TL052585,505200,258500,,0,0
0,2800,2800,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,BLETNESHO,BLETSOE,,0,26,0,0,0,2,3,0,2,11,8,TL023583,502300,258300,,0,0
0,2900,2900,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,TURVEYE,TURVEY,,0,51,0,0,0,8,0,2,8,10,2,SP940526,494000,252600,,0,0
0,3000,3000,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,PODYNGTON',PODINGTON,,0,48,0,0,0,4,3,8.5,5,4,8,SP942627,494200,262700,,0,0
0,3100,3100,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,HAREWOLD,HARROLD,,0,25,0,0,0,3,0,9,3,6,1,SP954567,495400,256700,,0,0
0,3200,3200,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,BROMHAM,BROMHAM,,0,67,0,0,0,10,0,0,10,8,8,TL014513,501400,251300,,0,0
0,3200,3200,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,BIDENHAM,BIDDENHAM,,0,0,0,0,0,0,0,0,0,0,0,TL014499,501400,249900,,0,0
0,3400,3400,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,CARLTON',CARLTON,,0,49,0,0,0,4,9,9,4,15,1,SP954552,495400,255200,,0,0
0,3400,3400,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,CHELEWYNGTON',CHELLINGTON,,0,0,0,0,0,0,0,0,0,0,0,SP961563,496100,256300,,0,0
0,3510,3510,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,PABENHAM,PAVENHAM,,0,23,0,0,0,3,3,7,3,15,7,SP992560,499200,256000,,0,0
0,3600,3600,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,STACHEDEN',STAGSDEN,,0,42,0,0,0,5,9,10,6,2,6,SP982491,498200,249100,,0,0
0,3700,3700,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,WODHULLE,ODELL,,0,34,0,0,0,3,10,0,4,9,4,SP967581,496700,258100,,0,0
0,3800,3800,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,STEVYNGTON',STEVINGTON,,0,34,0,0,0,4,10,8.5,5,2,8.5,SP991536,499100,253600,,0,0
0,3900,3900,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,FELMERSHAM,FELMERSHAM,,0,42,0,0,0,5,10,0,5,17,0,SP992579,499200,257900,,0,0
0,4000,4000,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,SHARNEBROK',SHARNBROOK,,0,35,0,0,0,6,8,0,7,0,0,SP994596,499400,259600,,0,0
0,4100,4100,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,WEMYNGTON',WYMINGTON,,0,31,0,0,0,3,10,0,3,17,0,SP955644,495500,264400,,0,0
0,91111,91111,BEDFORDSHIRE,,,,HD. WYLIE,WILLEY HUNDRED,,TOTAL,,0,0,0,0,0,67,2,8.5,74,9,0,,0,0,,0,0
0,4200,4200,BEDFORDSHIRE,,,,HD. WIXTONSTR',WIXAMTREE HUNDRED,WILITON',WILLINGTON,,0,29,0,0,0,3,1,7.25,3,6,11.25,TL107498,510700,249800,,0,0
0,4300,4300,BEDFORDSHIRE,,,,HD. WIXTONSTR',WIXAMTREE HUNDRED,COUPOL,COPLE,,0,38,0,0,0,4,0,8,4,12,8,TL103484,510300,248400,,0,0
0,4400,4400,BEDFORDSHIRE,,,,HD. WIXTONSTR',WIXAMTREE HUNDRED,BLOUNHAM,BLUNHAM,,0,37,0,0,0,4,4,0,4,19,8,TL153511,515300,251100,,0,0
0,4500,4500,BEDFORDSHIRE,,,,HD. WIXTONSTR',WIXAMTREE HUNDRED,MOGERHANG',MOGERHANGER,,0,31,0,0,0,3,6,6,4,12,9.5,TL143493,514300,249300,,0,0
0,4600,4600,BEDFORDSHIRE,,,,HD. WIXTONSTR',WIXAMTREE HUNDRED,SOUTHGIUEL,SOUTHILL,,0,32,0,0,0,5,2,0,5,7,4,TL146422,514600,242200,,0,0
0,4700,4700,BEDFORDSHIRE,,,,HD. WIXTONSTR',WIXAMTREE HUNDRED,WARDON',OLD WARDEN,,0,21,0,0,0,3,0,8,3,7,9,TL137433,513700,243300,,0,0
0,4800,4800,BEDFORDSHIRE,,,,HD. WIXTONSTR',WIXAMTREE HUNDRED,BEESTON',BEESTON,,0,29,0,0,0,3,9,0.75,3,16,2.75,TL169483,516900,248300,,0,0
0,4900,4900,BEDFORDSHIRE,,,,HD. WIXTONSTR',WIXAMTREE HUNDRED,KERDYNGTON',CARDINGTON,,0,43,0,0,0,5,9,0,5,18,6,TL086479,508600,247900,,0,0
0,5000,5000,BEDFORDSHIRE,,,,HD. WIXTONSTR',WIXAMTREE HUNDRED,ESTCOTES,EASTCOTTS,,0,38,0,0,0,5,5,10,5,17,10,TL085455,508500,245500,,0,0
0,5100,5100,BEDFORDSHIRE,,,,HD. WIXTONSTR',WIXAMTREE HUNDRED,NORTHGIUEL,NORTHILL,,0,27,0,0,0,4,0,0,4,8,8,TL149465,514900,246500,,0,0
0,5200,5200,BEDFORDSHIRE,,,,HD. WIXTONSTR',WIXAMTREE HUNDRED,STANEFORDE,STANFORD,,0,15,0,0,0,2,0,1,2,5,5,TL162411,516200,241100,,0,0
0,91111,91111,BEDFORDSHIRE,,,,HD. WIXTONSTR',WIXAMTREE HUNDRED,,TOTAL,,0,0,0,0,0,42,19,4.5,48,13,9.5,,0,0,,0,0
0,5300,5300,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,SIUELESHO,SILSOE,,0,56,0,0,0,8,10,4,9,2,4,TL082355,508200,235500,,0,0
0,5400,5400,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,BARTON',BARTON LE CLAY,,0,58,0,0,0,8,13,2,8,19,3,TL085304,508500,230400,,0,0
0,5500,5500,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,STRATLE,STREATLEY,,0,38,0,0,0,5,0,7,5,9,3,TL070286,507000,228600,,0,0
0,5500,5500,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,SHARPENHO,SHARPENHOE,,0,0,0,0,0,0,0,0,0,0,0,TL064305,506400,230500,,0,0
0,5700,5700,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,LUTON',LUTON,,0,92,0,0,0,21,17,0,23,5,4,TL090212,509000,221200,1086,66,0
0,5800,5800,BEDFORDSHIRE,HERTFORDSHIRE,,,HD. FLITTE,FLITT HUNDRED,CADENDON',CADDINGTON,,0,13,0,0,0,1,18,9,2,4,9,TL063198,506300,219800,,0,0
0,5900,5900,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,PULLOKESHULL',PULLOXHILL,,0,44,0,0,0,5,3,7.5,5,8,7.5,TL061338,506100,233800,,0,0
0,6000,6000,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,HEIGHAM,HIGHAM GOBION,,0,28,0,0,0,4,16,10,5,6,4.5,TL103327,510300,232700,,0,0
0,6000,6000,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,FALDHO,FALDO,,0,0,0,0,0,0,0,0,0,0,0,TL074318,507400,231800,,0,0
0,6200,6200,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,CLOPHULLE,CLOPHILL,,0,34,0,0,0,5,0,10.5,5,12,10.5,TL092388,509200,238800,,0,0
0,6200,6200,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,CAYNHO,CAINHOE,,0,0,0,0,0,0,0,0,0,0,0,TL100367,510000,236700,,0,0
0,6400,6400,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,HAUNES,HAYNES,,0,36,0,0,0,4,0,7,4,12,7,TL081411,508100,241100,,0,0
0,6500,6500,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,SONYNDON',SUNDON,,0,25,0,0,0,3,18,0,4,3,4,TL048269,504800,226900,,0,0
0,6600,6600,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,SHUTLYNGDON',SHILLINGTON,,0,48,0,0,0,5,4,6,5,10,6,TL123339,512300,233900,,0,0
0,6700,6700,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,EYEN,ION,,0,18,0,0,0,4,0,10.5,4,12,10.5,TL104347,510400,234700,,0,0
0,6700,6700,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,GRAVENHURST',GRAVENHURST,,0,0,0,0,0,0,0,0,0,0,0,TL112360,511200,236000,,0,0
0,91111,91111,BEDFORDSHIRE,,,,HD. FLITTE,FLITT HUNDRED,,TOTAL,,0,0,0,0,0,78,5,1.5,84,8,1,,0,0,,0,0
0,6900,6900,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,LITLYNGTON',LIDLINGTON,,0,56,0,0,0,6,18,0,7,10,0,SP992388,499200,238800,,0,0
0,7000,7000,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,FLITWYK',FLITWICK,,0,17,0,0,0,3,8,10,3,13,10,TL028342,502800,234200,,0,0
0,7000,7000,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,STEPYNGLE,STEPPINGLEY,,0,0,0,0,0,0,0,0,0,0,0,TL012354,501200,235400,,0,0
0,7200,7200,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,ELNESTOWE,ELSTOW,,0,5,0,0,0,4,18,8,5,6,8,TL049474,504900,247400,,0,0
0,7300,7300,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,HOUGHTON' CONQUEST,HOUGHTON CONQUEST,,0,60,0,0,0,5,2,3.5,6,7,0.75,TL043413,504300,241300,,0,0
0,7400,7400,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,WILSHAMSTED,WILSHAMSTEAD,,0,29,0,0,0,4,6,11.5,5,0,6.75,TL062435,506200,243500,,0,0
0,7500,7500,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,CRAUNFELD,CRANFIELD,,0,63,0,0,0,10,8,11,10,16,11,SP956420,495600,242000,,0,0
0,7600,7600,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,MERSTON',MARSTON MORETAINE,,0,60,0,0,0,11,11,2,12,3,2,SP996411,499600,241100,,0,0
0,7700,7700,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,SEGENHO,SEGENHOE,,0,21,0,0,0,3,19,1.5,4,2,1.5,SP981358,498100,235800,,0,0
0,7700,7700,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,RUCHEMOUND,RIDGMONT,,0,0,0,0,0,0,0,0,0,0,0,SP976361,497600,236100,,0,0
0,7900,7900,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,WOTTON',WOOTTON,,0,47,0,0,0,9,7,0,10,3,4,TL003451,500300,245100,,0,0
0,8000,8000,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,MALDON',MAULDEN,,0,43,0,0,0,5,6,0,5,8,0,TL058381,505800,238100,,0,0
0,8100,8100,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,AMPTHULLE,AMPTHILL,,0,47,0,0,0,10,6,0,10,12,0,TL037382,503700,238200,,0,0
0,8100,8100,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,MULBROK',MILLBROOK,,0,0,0,0,0,0,0,0,0,0,0,TL013385,501300,238500,,0,0
0,8300,8300,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,KEMPSTON',KEMPSTON,,0,77,0,0,0,10,3,4,12,10,0,TL027474,502700,247400,,0,0
0,91111,91111,BEDFORDSHIRE,,,,HD. REDEBOURNESTOKE,REDBORNSTOKE HUNDRED,,TOTAL,,0,0,0,0,0,85,16,3,93,13,8,,0,0,,0,0
0,8350,8350,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,TODYNGTON',TODDINGTON,,0,70,0,0,0,9,17,4.25,10,13,4.25,TL010289,501000,228900,1482,66,0
0,8400,8400,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,HUSSEBOURN' CRAULE,HUSBORNE CRAWLEY,,0,40,0,0,0,3,0,0.5,3,4,0.5,SP956362,495600,236200,,0,0
0,8500,8500,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,TOTERNHO,TOTTERNHOE,,0,20,0,0,0,2,0,0.5,2,4,0.5,SP988209,498800,220900,,0,0
0,8600,8600,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,CHALGRAVE,CHALGRAVE,,0,33,0,0,0,3,2,0,3,19,3,TL008274,500800,227400,,0,0
0,8600,8600,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,HUMBERSHOE,HUMBERSHOE,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0
0,8700,8700,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,WESTON',WESTONING,,0,29,0,0,0,3,17,10,4,7,10,TL028328,502800,232800,,0,0
0,8800,8800,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,BADELESDON',BATTLESDEN,,0,22,0,0,0,1,3,10,1,7,10,SP959291,495900,229100,,0,0
0,8900,8900,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,EYTON',EATON BRAY,,0,43,0,0,0,7,10,10.5,8,6,2.5,SP970208,497000,220800,,0,0
0,9000,9000,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,EVERESHOLT',EVERSHOLT,,0,36,0,0,0,4,1,0,4,9,8,SP982325,498200,232500,,0,0
0,9100,9100,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,BIRCHEMOR,BIRCHMOOR WITH CHAPEL,,0,19,0,0,0,4,1,4,4,16,8,SP945344,494500,234400,,0,0
0,9100,9100,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,WOBURN,WOBURN,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0
0,9200,9200,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,MIDELTON BRIAN,MILTON BRYAN,,0,15,0,0,0,1,4,8,1,8,8,SP971308,497100,230800,,0,0
0,9300,9300,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,TING',TINGRITH,,0,20,0,0,0,4,4,0,4,12,8,TL006324,500600,232400,,0,0
0,9300,9300,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,PRESTELE,PRIESTLEY,,0,0,0,0,0,0,0,0,0,0,0,TL020332,502000,233200,,0,0
0,9500,9500,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,TULLESWORTH',TILSWORTH,,0,23,0,0,0,2,9,10,2,15,2,SP975243,497500,224300,,0,0
0,9600,9600,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,STANBRIGGE,STANBRIDGE,,0,51,0,0,0,6,15,4,8,2,11.5,SP966242,496600,224200,,0,0
0,9600,9600,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,STODHAM,STUDHAM,,0,0,0,0,0,0,0,0,0,0,0,TL016160,501600,216000,,0,0
0,9800,9800,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,POTTESGRAVE,POTSGROVE,,0,15,0,0,0,2,0,0,2,5,4,SP951299,495100,229900,,0,0
0,9900,9900,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,HOCLIVE,HOCKLIFFE,,0,15,0,0,0,1,6,6,1,10,6,SP966270,496600,227000,,0,0
0,10000,10000,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,ASPELE,ASPLEY GUISE,,0,26,0,0,0,4,0,2,4,5,5,SP942363,494200,236300,,0,0
0,10100,10100,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,HERLYNGDON',HARLINGTON,,0,31,0,0,0,5,0,2,5,4,2,TL037305,503700,230500,,0,0
0,10200,10200,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,SALEFORD,SALFORD,,0,20,0,0,0,2,14,8,2,18,8,SP936391,493600,239100,,0,0
0,10200,10200,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,HOLECOTE,HOLCOT,,0,0,0,0,0,0,0,0,0,0,0,SP944388,494400,238800,,0,0
0,10400,10400,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,DUNSTAPLE,DUNSTABLE,,0,112,0,0,0,13,13,6,14,2,2,TL022219,502200,221900,1114C,66,0
0,10500,10500,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,LEYGHTON',LEIGHTON BUZZARD,,0,134,0,0,0,15,10,1,16,12,1,SP920250,492000,225000,1086,66,0
0,10600,10600,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,HOUGHTON',HOUGHTON REGIS,,0,58,0,0,0,13,0,0.5,13,15,4.5,TL018240,501800,224000,,0,0
0,91111,91111,BEDFORDSHIRE,,,,HD. MANNESHEUED,MANSHEAD HUNDRED,,TOTAL,,0,0,0,0,0,110,3,2,121,2,0.75,,0,0,,0,0
0,10700,10700,BEDFORDSHIRE,,,,HD. CLIFTON',CLIFTON HUNDRED,ALRUCHESLEYE,ARLESEY,,0,51,0,0,0,8,0,0,8,15,4,TL192375,519200,237500,,0,0
0,10800,10800,BEDFORDSHIRE,HERTFORDSHIRE,,,HD. CLIFTON',CLIFTON HUNDRED,HOLEWELLE,HOLWELL,,0,46,0,0,0,5,7,2,6,2,6,TL165333,516500,233300,,0,0
0,10900,10900,BEDFORDSHIRE,,,,HD. CLIFTON',CLIFTON HUNDRED,SHEFFORDE,SHEFFORD,,0,29,0,0,0,6,0,0,7,3,4,TL143390,514300,239000,,0,0
0,10900,10900,BEDFORDSHIRE,,,,HD. CLIFTON',CLIFTON HUNDRED,CAMBELTON',CAMPTON,,0,0,0,0,0,0,0,0,0,0,0,TL130381,513000,238100,,0,0
0,11100,11100,BEDFORDSHIRE,,,,HD. CLIFTON',CLIFTON HUNDRED,HENLOWE,HENLOW,,0,47,0,0,0,5,13,9,6,9,1,TL178387,517800,238700,,0,0
0,11200,11200,BEDFORDSHIRE,,,,HD. CLIFTON',CLIFTON HUNDRED,CLIFTON',CLIFTON,,0,16,0,0,0,3,15,0.5,4,3,8.5,TL164388,516400,238800,,0,0
0,11300,11300,BEDFORDSHIRE,,,,HD. CLIFTON',CLIFTON HUNDRED,MEPERESHAL,MEPPERSHALL,,0,22,0,0,0,4,12,0,5,0,8,TL135359,513500,235900,,0,0
0,11400,11400,BEDFORDSHIRE,,,,HD. CLIFTON',CLIFTON HUNDRED,STOTFOLD,STOTFOLD,,0,39,0,0,0,6,4,2,6,12,10,TL220366,522000,236600,,0,0
0,91111,91111,BEDFORDSHIRE,,,,HD. CLIFTON',CLIFTON HUNDRED,,TOTAL,,0,0,0,0,0,39,12,1.5,44,7,5.5,,0,0,,0,0
0,11500,11500,BEDFORDSHIRE,,,,HD. STODDEN',STODDEN HUNDRED,MELCHEBOURN',MELCHBOURNE,,0,40,0,0,0,6,0,1,6,5,5,TL028653,502800,265300,,0,0
0,11600,11600,BEDFORDSHIRE,HUNTINGDONSHIRE,,,HD. STODDEN',STODDEN HUNDRED,TILBROK',TILBROOK,,0,43,0,0,0,4,6,4,4,11,3,TL081692,508100,269200,,0,0
0,11700,11700,BEDFORDSHIRE,,,,HD. STODDEN',STODDEN HUNDRED,RYSLE,RISELEY,,0,45,0,0,0,6,3,3,6,11,11,TL039631,503900,263100,,0,0
0,11800,11800,BEDFORDSHIRE,,,,HD. STODDEN',STODDEN HUNDRED,YEUELDEN',YELDEN,,0,23,0,0,0,1,18,0,2,4,8,TL012672,501200,267200,,0,0
0,11900,11900,BEDFORDSHIRE,,,,HD. STODDEN',STODDEN HUNDRED,PERTENHALE,PERTENHALL,,0,40,0,0,0,5,17,6.25,6,12,0,TL084654,508400,265400,,0,0
