surname,occup,occupation,loc,location,location_in,county,topo,nick,rel,English:,French:,Welsh:,Cornish:,Norman:
Dabney,0,,0,,,,0,0,0,1,0,0,0,0
Daborn,0,,0,,,,0,0,0,1,0,0,0,0
Dabson,0,,0,,,,0,0,0,1,0,0,0,0
Dabson,0,,0,,,,0,0,0,1,0,0,0,0
Daby,0,,1,Derby,,Derbys,0,0,0,1,0,0,0,0
Dace,0,,0,,,,0,0,0,1,0,0,0,0
Dacey,0,,1,,,,0,1,0,1,1,0,0,0
Dacie,0,,1,,,,0,1,0,1,1,0,0,0
Dack,0,,0,,,,0,0,0,1,0,0,0,0
Dackcombe,0,,0,,,,0,0,0,1,0,0,0,0
Dackham,0,,0,,,,0,0,0,1,0,0,0,0
Dackombe,0,,0,,,,0,0,0,1,0,0,0,0
Dacombe,0,,0,,,,0,0,0,1,0,0,0,0
Dacre,0,,0,,,,0,0,0,1,0,0,0,0
Dacus,0,,0,,,,0,0,1,1,0,0,0,0
Dacus,0,,0,,,,0,0,0,0,0,1,0,0
Dacy,0,,0,,,,0,0,0,1,0,0,0,0
Dacy,0,,1,,,,0,1,0,1,1,0,0,0
Dad,0,,0,,,,0,0,0,1,0,0,0,0
Dad,0,,0,,,,0,0,0,1,0,0,0,0
Dada,0,,0,,,,0,0,0,1,0,0,0,0
Dadd,0,,0,,,,0,0,0,1,0,0,0,0
Dadd,0,,0,,,,0,1,1,1,0,0,0,0
Daddeleye,0,,1,Dudley,,Worcs,0,0,0,1,0,0,0,0
Daddeleye,0,,1,Dudston,,Shrops,0,0,0,1,0,0,0,0
Daddow,0,,0,,,,0,0,0,1,0,0,0,0
Dadds,0,,0,,,,0,1,1,1,0,0,0,0
Dadds,0,,0,,,,0,0,0,1,0,0,0,0
Dadds,0,,0,,,,0,0,0,1,0,0,0,0
Daddy,0,,0,,,,0,0,0,1,0,0,0,0
Dade,0,,0,,,,0,0,0,1,0,0,0,0
Dadeley,0,,1,Dudley,,Worcs,0,0,0,1,0,0,0,0
Dadeley,0,,1,Dudston,,Shrops,0,0,0,1,0,0,0,0
Dadely,0,,1,Dudston,,Shrops,0,0,0,1,0,0,0,0
Dadely,0,,1,Dudley,,Worcs,0,0,0,1,0,0,0,0
Daden,0,,0,,,,0,0,0,1,0,0,0,0
Dadge,0,,0,,,,0,0,0,1,0,0,0,0
Dadge,0,,0,,,,0,0,0,1,0,0,0,0
Dadley,0,,1,Dudley,,Worcs,0,0,0,1,0,0,0,0
Dadley,0,,1,Dudston,,Shrops,0,0,0,1,0,0,0,0
Dadley,0,,0,,,,0,0,0,1,0,0,0,0
Dadson,0,,0,,,,0,0,1,1,0,0,0,0
Dadson,0,,0,,,,0,0,0,1,0,0,0,0
Dadswell,0,,0,,,,0,0,0,1,0,0,0,0
Dady,0,,0,,,,0,0,0,1,0,0,0,0
Dady,0,,0,,,,0,0,0,1,0,0,0,0
Daerain,0,,1,,,,0,0,0,1,0,0,0,0
Daff,0,,0,,,,0,0,0,1,0,0,0,0
Daffarn,0,,0,,,,0,0,0,1,0,0,0,0
Daffarn,0,,0,,,,0,0,0,1,0,0,0,0
Daffe,0,,0,,,,0,0,0,1,0,0,0,0
Daffe,0,,0,,,,0,0,0,1,0,0,0,0
Daffe,0,,0,,,,0,1,1,1,1,0,0,0
Daffern,0,,0,,,,0,0,0,1,0,0,0,0
Daffin,0,,0,,,,0,0,0,1,0,0,0,0
Daffin,0,,0,,,,0,0,0,1,0,0,0,0
Dafforne,0,,0,,,,0,0,0,1,0,0,0,0
Dafforne,0,,0,,,,0,0,0,1,0,0,0,0
Daffron,0,,0,,,,0,0,0,1,0,0,0,0
Daffurn,0,,0,,,,0,0,0,1,0,0,0,0
Daffurn,0,,0,,,,0,0,0,1,0,0,0,0
Daft,0,,0,,,,0,0,0,1,0,0,0,0
Dafter,0,,0,,,,0,0,0,1,0,0,0,0
Dafter,0,,0,,,,0,0,0,1,0,0,0,0
Dafters,0,,0,,,,0,0,0,1,0,0,0,0
Dafters,0,,0,,,,0,0,0,1,0,0,0,0
Dagan,0,,0,,,,0,0,1,0,0,1,0,0
Dagg,0,,0,,,,0,0,0,1,0,0,0,0
Daggar,0,,0,,,,0,0,0,1,0,0,0,0
Daggar,0,,0,,,,0,0,0,1,0,0,0,0
Daggatt,0,,0,,,,0,0,0,1,0,0,0,0
Daggatt,0,,0,,,,0,0,0,1,0,0,0,0
Dagger,0,,0,,,,0,0,0,1,0,0,0,0
Daggers,0,,0,,,,0,0,0,1,0,0,0,0
Daggers,0,,0,,,,0,0,0,1,0,0,0,0
Dagget,0,,0,,,,0,0,0,1,0,0,0,0
Dagget,0,,0,,,,0,0,0,1,0,0,0,0
Daggett,0,,0,,,,0,0,0,1,0,0,0,0
Daggitt,0,,0,,,,0,0,0,1,0,0,0,0
Daggitt,0,,0,,,,0,0,0,1,0,0,0,0
Dagley,0,,0,,,,0,0,0,1,0,0,0,0
Dagley,0,,0,,,,0,0,0,1,0,0,0,0
Dagnall,0,,0,,,,0,0,0,1,0,0,0,0
Dagnell,0,,0,,,,0,0,0,1,0,0,0,0
Dagnell,0,,0,,,,0,0,0,1,0,0,0,0
Dagon,0,,0,,,,0,0,1,0,0,1,0,0
Dagon,0,,0,,,,0,0,0,1,0,0,0,0
Dagon,0,,0,,,,0,0,0,1,0,0,0,0
Dai,1,,0,,,,0,0,1,1,0,1,0,0
Daia,1,,0,,,,0,0,1,1,0,1,0,0
Dail,0,,0,,,,0,0,0,1,0,0,0,0
Dail,0,,0,,,,0,0,0,1,0,0,0,0
Dailey,0,,0,,,,0,0,0,0,0,0,0,1
Dailey,0,,1,,,,0,0,0,1,0,0,0,0
Dailley,0,,0,,,,0,0,0,1,0,0,0,0
Dailley,0,,1,,,,0,0,0,1,0,0,0,0
Dailly,0,,0,,,,0,0,0,0,0,0,0,1
Dailly,0,,1,,,,0,0,0,1,0,0,0,0
Daily,0,,0,,,,0,0,0,0,0,0,0,1
Daimant,0,,0,,,,0,0,1,1,0,0,0,0
Dain,0,,0,,,,0,0,0,1,0,0,0,0
Dain,0,,0,,,,0,0,0,1,0,0,0,0
Dain,1,,1,,,,1,0,1,1,0,0,0,0
Daine,0,,0,,,,0,0,0,1,0,0,0,0
Daine,0,,0,,,,0,0,0,1,0,0,0,0
Daines,0,,0,,,,0,0,0,1,0,0,0,0
Daines,0,,0,,,,0,0,0,1,0,0,0,0
Dains,0,,0,,,,0,0,0,1,0,0,0,0
Dains,0,,0,,,,0,0,0,1,0,0,0,0
Dainteth,0,,0,,,,0,0,0,1,0,0,0,0
Dainteth,0,,0,,,,0,0,0,1,0,0,0,0
Daintith,0,,0,,,,0,0,0,1,0,0,0,0
Daintith,0,,0,,,,0,0,0,1,0,0,0,0
Dainton,0,,0,,,,0,0,0,1,0,0,0,0
Daintree,0,,0,,,,0,0,0,1,0,0,0,0
Daintrey,0,,0,,,,0,0,0,1,0,0,0,0
Daintrey,0,,0,,,,0,0,0,1,0,0,0,0
Daintry,0,,0,,,,0,0,0,1,0,0,0,0
Daintry,0,,0,,,,0,0,0,1,0,0,0,0
Dainty,0,,0,,,,0,0,0,1,0,0,0,0
Dairain,0,,1,,,,0,0,0,1,0,0,0,0
Dairing,0,,1,,,,0,0,0,1,0,0,0,0
Daisey,0,,0,,,,0,0,0,1,0,0,0,0
Daisey,0,,1,,,,0,1,0,1,1,0,0,0
Daish,0,,0,,,,0,0,0,1,0,0,0,0
Daish,0,,0,,,,0,0,0,1,0,0,0,0
Daisley,0,,1,Derisley Farm,Woodditton,Cambs,0,0,0,1,0,0,0,0
Daisley,0,,0,,,,0,0,0,1,0,0,0,0
Daisy,0,,1,,,,0,1,0,1,1,0,0,0
Daisy,0,,0,,,,0,0,0,1,0,0,0,0
Daiville,0,,1,,,,0,1,0,1,0,0,0,0
Daker,0,,0,,,,0,0,0,1,0,0,0,0
Daker,0,,0,,,,0,0,0,1,0,0,0,0
Dakers,0,,0,,,,0,0,0,1,0,0,0,0
Dakin,0,,0,,,,0,0,1,1,0,0,0,0
Dakin,0,,0,,,,0,0,0,1,0,0,0,0
Dakin,0,,0,,,,0,0,0,0,0,0,0,1
Dakins,0,,0,,,,0,0,1,1,0,0,0,0
Dakins,0,,0,,,,0,0,0,1,0,0,0,0
Dakyn,0,,0,,,,0,0,1,1,0,0,0,0
Dal,0,,0,,,,0,0,1,1,0,0,0,0
Dalby,0,,0,,,,0,0,0,1,0,0,0,0
Daldry,0,,0,,,,0,0,0,1,0,0,0,0
Daldry,0,,0,,,,0,0,0,1,0,0,0,0
Dale,0,,0,,,,0,0,0,1,0,0,0,0
Dales,0,,0,,,,0,0,0,1,0,0,0,0
Dales,0,,0,,,,0,0,0,1,0,0,0,0
Daley,0,,0,,,,0,0,0,0,0,0,0,1
Daley,0,,0,,,,0,0,0,0,0,0,0,1
Daley,0,,1,,,,0,0,0,1,0,0,0,0
Daleye,0,,0,,,,0,0,0,0,0,0,0,1
Dalie,0,,0,,,,0,0,0,0,0,0,0,1
Dalkin,0,,0,,,,0,0,0,1,0,0,0,0
Dalkin,0,,0,,,,0,0,0,1,0,0,0,0
Dall,0,,0,,,,0,0,1,1,0,0,0,0
Dall,0,,0,,,,0,0,0,1,0,0,0,0
Dall,0,,0,,,,0,0,0,1,0,0,0,0
Dall,0,,1,,,,0,0,0,1,0,0,0,0
Dallagher,1,,0,,,,0,0,0,1,0,0,0,0
Dallamore,0,,0,,,,0,0,0,1,0,0,0,0
Dallamore,0,,0,,,,0,0,0,1,0,0,0,0
Dallaway,0,,0,,,,0,0,0,1,0,0,0,0
Dalle,0,,0,,,,0,0,1,1,0,0,0,0
Dallen,0,,1,,,,0,0,0,1,0,0,0,0
Dallen,0,,0,,,,0,0,0,1,0,0,0,0
Dallen,0,,0,,,,0,0,0,1,0,0,0,0
Dallenges,0,,1,,,,0,0,0,1,0,0,0,0
Dallenges,0,,1,,,,0,0,0,1,0,0,0,0
Dalley,0,,0,,,,0,0,0,0,0,0,0,1
Dalley,0,,1,,,,0,0,0,1,0,0,0,0
Dalley,0,,0,,,,0,0,0,1,0,0,0,0
Dallimore,0,,0,,,,0,0,0,1,0,0,0,0
Dallin,0,,1,,,,0,0,0,1,0,0,0,0
Dallin,0,,0,,,,0,0,0,1,0,0,0,0
Dallin,0,,0,,,,0,0,0,1,0,0,0,0
Dalling,0,,0,,,,0,0,0,1,0,0,0,0
Dalling,0,,1,,,,0,0,0,1,0,0,0,0
Dalling,0,,0,,,,0,0,1,1,0,0,0,0
Dalling,0,,1,,,,0,0,0,1,0,0,0,0
Dallinger,0,,0,,,,0,0,0,1,0,0,0,0
Dallinges,0,,1,,,,0,0,0,1,0,0,0,0
Dallinges,0,,1,,,,0,0,0,1,0,0,0,0
Dallinson,0,,0,,,,0,0,0,1,0,0,0,0
Dallinson,0,,0,,,,0,0,0,1,0,0,0,0
Dallison,0,,0,,,,0,0,0,1,0,0,0,0
Dallman,0,,0,,,,0,0,0,1,0,0,0,0
Dalloe,0,,0,,,,0,0,0,1,0,0,0,0
Dalloe,0,,1,,,,0,0,0,1,0,0,0,0
Dallow,0,,0,,,,0,0,0,1,0,0,0,0
Dallow,0,,1,,,,0,0,0,1,0,0,0,0
Dalloway,0,,0,,,,0,0,0,1,0,0,0,0
Dalloway,0,,0,,,,0,0,0,1,0,0,0,0
Dally,0,,0,,,,0,0,0,0,0,0,0,1
Dally,0,,1,,,,0,0,0,1,0,0,0,0
Dallyn,0,,0,,,,0,0,0,1,0,0,0,0
Dallyn,0,,0,,,,0,0,0,1,0,0,0,0
Dallyng,0,,1,,,,0,0,0,1,0,0,0,0
Dallyng,0,,1,,,,0,0,0,1,0,0,0,0
Dallyngg,0,,1,,,,0,0,0,1,0,0,0,0
Dallyngg,0,,1,,,,0,0,0,1,0,0,0,0
Dalman,0,,0,,,,0,0,0,1,0,0,0,0
Dalman,0,,0,,,,0,0,0,1,0,0,0,0
Dalowe,0,,1,,,,0,0,0,1,0,0,0,0
Dalrymple,0,,0,,,,0,0,1,1,0,0,0,0
Dalston,0,,1,Dalston,,Cumb,0,0,0,1,0,0,0,0
Dalston',0,,1,Dalston,,Cumb,0,0,0,1,0,0,0,0
Dalton,0,,1,,,,0,0,0,1,0,0,0,0
Daltone,0,,1,,,,0,0,0,1,0,0,0,0
Daltrey,0,,0,,,,0,0,0,1,0,0,0,0
Daltrey,0,,0,,,,0,0,0,1,0,0,0,0
Daltry,0,,0,,,,0,0,0,1,0,0,0,0
Daltry,0,,0,,,,0,0,0,1,0,0,0,0
Dalwood,0,,0,,,,0,0,0,1,0,0,0,0
Daly,0,,1,,,,0,0,0,1,0,0,0,0
Daly,0,,0,,,,0,0,0,0,0,0,0,1
Dam,0,,0,,,,0,0,0,1,0,0,0,0
Damane,1,,0,,,,0,0,1,1,0,0,0,0
Damane,0,,1,,,,0,0,1,1,0,1,0,0
Damanne,1,,0,,,,0,0,1,1,0,0,0,0
Damanne,0,,1,,,,0,0,1,1,0,1,0,0
Damant,0,,0,,,,0,0,0,1,0,0,0,0
Damant,0,,0,,,,0,0,1,1,0,0,0,0
Damary,0,,0,,,,0,0,0,0,0,0,0,1
Dambell,0,,0,,,,0,0,0,1,0,0,0,0
Dame,0,,0,,,,0,0,0,1,0,0,0,0
Dame,0,,0,,,,0,0,0,1,0,0,0,0
Dame,0,,0,,,,0,0,0,1,0,0,0,0
Dame,0,,0,,,,0,1,0,1,0,0,0,0
Damen,0,,0,,,,0,0,0,1,0,0,0,0
Damer,0,,0,,,,0,0,0,1,0,0,0,0
Damerell,0,,0,,,,0,0,0,0,0,0,0,1
Damery,0,,0,,,,0,0,0,0,0,0,0,1
Damery,0,,0,,,,0,0,0,0,0,0,0,1
Damford,0,,1,,,,0,0,0,1,0,0,0,0
Damfort,0,,1,,,,0,0,0,1,0,0,0,0
Damfrunt,0,,1,,,,0,0,0,1,0,0,0,0
Damfrunt,0,,0,,,,0,0,0,1,0,0,0,0
Damiral,0,,0,,,,0,0,0,0,0,0,0,1
Damiral,0,,0,,,,0,0,0,0,0,0,0,1
Dammarell,0,,0,,,,0,0,0,0,0,0,0,1
Dammarell,0,,0,,,,0,0,0,0,0,0,0,1
Dammer,0,,0,,,,0,0,0,1,0,0,0,0
Dammery,0,,0,,,,0,0,0,0,0,0,0,1
Dammery,0,,0,,,,0,0,0,0,0,0,0,1
Damms,0,,0,,,,0,0,0,1,0,0,0,0
Damms,0,,0,,,,0,0,0,1,0,0,0,0
Damon,0,,0,,,,0,0,1,1,0,0,0,0
Damon,1,,0,,,,0,0,1,1,0,0,0,0
Damont,1,,0,,,,0,0,1,1,0,0,0,0
Damp,0,,0,,,,0,0,0,1,0,0,0,0
Damper,0,,0,,,,0,0,0,0,0,0,0,1
Damper,0,,0,,,,0,0,0,1,0,0,0,0
Damphart,0,,1,,,,0,0,0,1,0,0,0,0
Damphort,0,,1,,,,0,0,0,1,0,0,0,0
Dampier,0,,0,,,,0,0,0,0,0,0,0,1
Damport,0,,1,,,,0,0,0,1,0,0,0,0
Damrel,0,,0,,,,0,0,0,0,0,0,0,1
Damrel,0,,0,,,,0,0,0,0,0,0,0,1
Damrell,0,,0,,,,0,0,0,0,0,0,0,1
Damrell,0,,0,,,,0,0,0,0,0,0,0,1
Damry,0,,0,,,,0,0,0,1,0,0,0,0
Damry,0,,0,,,,0,0,0,0,0,0,0,1
Dams,0,,0,,,,0,0,0,1,0,0,0,0
Dams,0,,0,,,,0,0,0,1,0,0,0,0
Damsell,0,,0,,,,0,0,0,1,0,0,0,0
Damson,0,,0,,,,0,0,0,1,0,0,0,0
Damyhan,0,,0,,,,0,0,1,1,0,0,0,0
Dan,0,,1,,,,0,0,1,1,0,0,0,0
Dan,0,,0,,,,0,0,0,1,0,0,0,0
Dan,0,,0,,,,0,0,0,1,0,0,0,0
Danbury,0,,0,,,,0,0,0,1,0,0,0,0
Danby,0,,0,,,,0,0,0,1,0,0,0,0
Dancaster,0,,0,,,,0,0,0,1,0,0,0,0
Dancaster,0,,0,,,,0,0,0,1,0,0,0,0
Dance,0,,0,,,,0,0,0,1,0,0,0,0
Dancer,0,,0,,,,0,0,0,1,0,0,0,0
Dancey,0,,0,,,,0,0,0,1,0,0,0,0
Dancy,0,,0,,,,0,0,0,1,0,0,0,0
Dancy,0,,0,,,,0,0,0,1,0,0,0,0
Dandall,0,,0,,,,0,0,0,1,0,0,0,0
Dandison,0,,0,,,,0,0,0,1,0,0,0,0
Dando,0,,0,,,,0,0,0,1,0,0,0,0
Dandridge,0,,0,,,,0,0,0,1,0,0,0,0
Dandson,0,,0,,,,0,0,0,1,0,0,0,0
Dandson,0,,0,,,,0,0,0,1,0,0,0,0
Dandy,0,,0,,,,0,0,0,1,0,0,0,0
Dane,0,,0,,,,0,0,0,1,0,0,0,0
Dane,1,,1,,,,1,0,1,1,0,0,0,0
Dane,0,,0,,,,0,0,0,1,0,0,0,0
Dane,0,,1,,,,0,0,1,1,0,0,0,0
Danecastria,0,,0,,,,0,0,0,1,0,0,0,0
Danecastria,0,,1,,,,0,0,1,1,0,0,0,0
Daneford,0,,1,,,,0,0,0,1,0,0,0,0
Daneis,0,,0,,,,0,0,1,1,0,0,0,0
Danel,0,,0,,,,0,0,1,1,0,0,0,0
Danels,0,,0,,,,0,0,0,1,0,0,0,0
Danes,0,,0,,,,0,0,0,1,0,0,0,0
Danes,0,,0,,,,0,0,0,1,0,0,0,0
Daneys,0,,0,,,,0,0,1,1,0,0,0,0
Danford,0,,1,Denford,,Northants,0,0,0,1,0,0,0,0
Danford,0,,1,,,,0,0,0,1,0,0,0,0
Danford,0,,1,,,,0,0,0,1,0,0,0,0
Danforth,0,,1,,,,0,0,0,1,0,0,0,0
Danforth,0,,0,,,,0,0,0,1,0,0,0,0
Dang,0,,0,,,,0,0,0,1,0,0,0,0
Dangar,0,,0,,,,0,0,0,1,0,0,0,0
Dangar,0,,1,,,,0,1,0,1,0,0,0,1
Dange,0,,0,,,,0,0,0,1,0,0,0,0
Danger,0,,1,,,,0,1,0,1,0,0,0,1
Dangerfield,0,,0,,,,0,0,0,1,0,0,0,0
Dangier,0,,1,,,,0,1,0,1,0,0,0,1
Daniel,0,,0,,,,0,0,1,1,0,0,0,0
Daniell,0,,0,,,,0,0,1,1,0,0,0,0
Daniells,0,,0,,,,0,0,0,1,0,0,0,0
Daniels,0,,0,,,,0,0,1,1,0,0,0,0
Danis,0,,1,,,,0,0,1,1,1,0,0,0
Danis,0,,0,,,,0,0,1,1,0,0,0,0
Danison,0,,0,,,,0,0,0,0,0,0,0,1
Danison,0,,0,,,,0,0,1,1,0,0,0,0
Dank,0,,0,,,,0,0,0,1,0,0,0,0
Dank,0,,0,,,,0,0,0,1,0,0,0,0
Dankin,0,,0,,,,0,0,0,1,0,0,0,0
Danks,0,,0,,,,0,0,0,1,0,0,0,0
Danmartin,1,,0,,,,0,0,1,1,0,0,0,0
Dann,0,,1,,,,0,0,1,1,0,0,0,0
Dannatt,0,,0,,,,0,0,0,1,0,0,0,0
Dannay,0,,0,,,,0,0,0,1,0,0,0,0
Dannay,0,,0,,,,0,0,0,1,0,0,0,0
Danne,0,,1,,,,0,0,1,1,0,0,0,0
Dannett,0,,0,,,,0,0,0,1,0,0,0,0
Dannett,0,,0,,,,0,0,0,1,0,0,0,0
Danniel,0,,0,,,,0,0,1,1,0,0,0,0
Danniel,0,,0,,,,0,0,0,1,0,0,0,0
Danny,0,,0,,,,0,0,0,1,0,0,0,0
Danse,0,,0,,,,0,0,0,1,0,0,0,0
Danse,0,,0,,,,0,0,0,1,0,0,0,0
Danser,0,,0,,,,0,0,0,1,0,0,0,0
Danser,0,,0,,,,0,0,0,1,0,0,0,0
Dansey,0,,0,,,,0,0,0,1,0,0,0,0
Dansey,0,,0,,,,0,0,0,1,0,0,0,0
Dansie,0,,0,,,,0,0,0,1,0,0,0,0
Dansie,0,,0,,,,0,0,0,1,0,0,0,0
Danson,0,,0,,,,0,0,0,1,0,0,0,0
Danter,0,,0,,,,0,0,0,1,0,0,0,0
Danus,0,,0,,,,0,0,1,1,0,0,0,0
Danvers,0,,0,,,,0,0,0,1,0,0,0,0
Danwood,0,,1,,,,0,0,0,1,0,0,0,0
Danyel,0,,0,,,,0,0,1,1,0,0,0,0
Danyell,0,,0,,,,0,0,1,1,0,0,0,0
Danyll,0,,0,,,,0,0,1,1,0,0,0,0
Danys,0,,1,,,,0,0,1,1,1,0,0,0
Danzey,0,,0,,,,0,0,0,1,0,0,0,0
Danzey,0,,0,,,,0,0,0,1,0,0,0,0
Daplyn,0,,0,,,,0,0,0,1,0,0,0,0
Dapp,0,,0,,,,0,0,0,1,0,0,0,0
Dar,0,,0,,,,0,0,0,1,0,0,0,0
Darben,0,,0,,,,0,0,0,1,0,0,0,0
Darbey,0,,1,Derby,,Derbys,0,0,0,1,0,0,0,0
Darbie,0,,1,Derby,,Derbys,0,0,0,1,0,0,0,0
Darbie,0,,1,,,,0,0,0,1,0,0,0,0
Darbishire,0,,0,,,,0,0,0,1,0,0,0,0
Darbishire,0,,0,,,,0,0,0,1,0,0,0,0
Darbon,0,,0,,,,0,0,0,1,0,0,0,0
Darby,0,,1,Derby,,Derbys,0,0,0,1,0,0,0,0
Darbyshire,0,,0,,,,0,0,0,1,0,0,0,0
Darbyshire,0,,0,,,,0,0,0,1,0,0,0,0
Darch,0,,0,,,,0,0,0,1,0,0,0,0
Dardes,0,,0,,,,0,0,0,1,0,0,0,0
Dardes,0,,0,,,,0,0,0,1,0,0,0,0
Dare,0,,0,,,,0,0,0,1,0,0,0,0
Darell,0,,0,,,,0,0,0,1,0,0,0,0
Darell,0,,0,,,,0,0,0,1,0,0,0,0
Darell,0,,0,,,,0,0,0,1,0,0,0,0
Darfield,0,,0,,,,0,0,0,1,0,0,0,0
Darfield,0,,1,,,,0,0,0,1,0,0,0,0
Darin,0,,1,,,,0,0,0,1,0,0,0,0
Dark,0,,0,,,,0,0,0,1,0,0,0,0
Darke,0,,0,,,,0,0,0,1,0,0,0,0
Darke,0,,0,,,,0,0,0,1,0,0,0,0
Darken,0,,0,,,,0,0,0,1,0,0,0,0
Darken,0,,0,,,,0,0,0,1,0,0,0,0
Darker,0,,0,,,,0,0,0,1,0,0,0,0
Darkes,0,,0,,,,0,0,0,1,0,0,0,0
Darkes,0,,0,,,,0,0,0,1,0,0,0,0
Darkin,0,,0,,,,0,0,0,1,0,0,0,0
Darkin,0,,0,,,,0,0,1,1,0,0,0,0
Darkin,0,,1,Dorking,,Surrey,0,0,1,1,0,0,0,0
Darking,0,,0,,,,0,0,0,1,0,0,0,0
Darking,0,,0,,,,0,0,0,1,0,0,0,0
Darkings,0,,0,,,,0,0,0,1,0,0,0,0
Darkings,0,,1,,,,0,0,0,1,0,0,0,0
Darkings,0,,0,,,,0,0,0,1,0,0,0,0
Darkings,0,,1,Dorking,,Surrey,0,0,1,1,0,0,0,0
Darkins,0,,0,,,,0,0,0,1,0,0,0,0
Darkins,0,,1,Dorking,,Surrey,0,0,1,1,0,0,0,0
Darkins,0,,0,,,,0,0,0,1,0,0,0,0
Darkins,0,,1,,,,0,0,0,1,0,0,0,0
Darknell,0,,0,,,,0,0,0,1,0,0,0,0
Darknell,0,,0,,,,0,0,0,1,0,0,0,0
Darkyng,0,,0,,,,0,0,0,1,0,0,0,0
Darlaston,0,,0,,,,0,0,0,1,0,0,0,0
Darley,0,,0,,,,0,0,0,1,0,0,0,0
Darlington,0,,0,,,,0,0,0,1,0,0,0,0
Darlison,0,,0,,,,0,0,0,1,0,0,0,0
Darlison,0,,0,,,,0,0,0,1,0,0,0,0
Darlow,0,,0,,,,0,0,0,1,0,0,0,0
Darlow,0,,0,,,,0,0,0,1,0,0,0,0
Darly,0,,0,,,,0,0,0,1,0,0,0,0
Darly,0,,0,,,,0,0,0,1,0,0,0,0
Darnal,0,,1,,,,0,0,0,1,0,0,0,0
Darnale,0,,1,,,,0,0,0,1,0,0,0,0
Darnall,0,,1,,,,0,0,0,1,0,0,0,0
Darnall,0,,1,,,,0,0,1,1,0,0,0,0
Darnbrook,0,,0,,,,0,0,0,1,0,0,0,0
Darnbrough,0,,0,,,,0,0,0,1,0,0,0,0
Darnbrough,0,,0,,,,0,0,0,1,0,0,0,0
Darnel,0,,1,,,,0,0,1,1,0,0,0,0
Darnele,0,,1,,,,0,0,1,1,0,0,0,0
Darnell,0,,1,,,,0,0,0,1,0,0,0,0
Darnell,0,,1,,,,0,0,1,1,0,0,0,0
Darnely,0,,0,,,,0,0,0,1,0,0,0,0
Darney,0,,0,,,,0,0,0,1,0,0,0,0
Darnley,0,,0,,,,0,0,0,1,0,0,0,0
Darnley,0,,0,,,,0,0,0,1,0,0,0,0
Darnton,0,,0,,,,0,0,0,1,0,0,0,0
Darr,0,,0,,,,0,0,0,1,0,0,0,0
Darracott,0,,0,,,,0,0,0,1,0,0,0,0
Darrall,0,,0,,,,0,0,0,1,0,0,0,0
Darrall,0,,0,,,,0,0,0,1,0,0,0,0
Darran,0,,0,,,,0,0,0,1,0,0,0,0
Darre,0,,0,,,,0,1,0,1,0,0,0,0
Darrell,0,,0,,,,0,0,0,1,0,0,0,0
Darrell,0,,0,,,,0,0,0,1,0,0,0,0
Darren,0,,1,,,,0,0,0,1,0,0,0,0
Darreyns,0,,1,,,,0,0,0,1,0,0,0,0
Darri,0,,0,,,,0,1,0,1,0,0,0,0
Darrie,0,,0,,,,0,1,0,1,0,0,0,0
Darrin,0,,0,,,,0,0,0,1,0,0,0,0
Darrin,0,,1,,,,0,0,0,1,0,0,0,0
Darrington,0,,0,,,,0,0,0,1,0,0,0,0
Darry,0,,1,,,,0,0,1,1,0,0,0,0
Darry,0,,0,,,,0,1,0,1,0,0,0,0
Darrye,0,,0,,,,0,1,0,1,0,0,0,0
Darsley,0,,1,Derisley Farm,Woodditton,Cambs,0,0,0,1,0,0,0,0
Darsley,0,,0,,,,0,0,0,1,0,0,0,0
Dart,0,,1,,,,0,0,0,1,0,0,0,0
Dart,0,,1,Dart Raffe,Witheridge,Devon,0,1,0,1,1,0,0,0
Darter,0,,0,,,,0,0,0,1,0,0,0,0
Darter,0,,0,,,,0,0,0,1,0,0,0,0
Dartes,0,,1,,,,0,0,0,1,0,0,0,0
Dartes,0,,1,Dart Raffe,Witheridge,Devon,0,1,0,1,1,0,0,0
Dartnall,0,,0,,,,0,0,0,1,0,0,0,0
Dartnall,0,,0,,,,0,0,0,1,0,0,0,0
Dartnell,0,,0,,,,0,0,0,1,0,0,0,0
Dartnell,0,,0,,,,0,0,0,1,0,0,0,0
Darton,0,,0,,,,0,0,0,1,0,0,0,0
Darts,0,,0,,,,0,0,0,1,0,0,0,0
Darts,0,,1,Dart Raffe,Witheridge,Devon,0,1,0,1,1,0,0,0
Darval,0,,0,,,,0,0,0,1,0,0,0,0
Darval,0,,0,,,,0,0,0,1,0,0,0,0
Darvall,0,,0,,,,0,0,0,1,0,0,0,0
Darvall,0,,0,,,,0,0,0,1,0,0,0,0
Darvell,0,,0,,,,0,0,0,1,0,0,0,0
Darvell,0,,0,,,,0,0,0,1,0,0,0,0
Darvill,0,,0,,,,0,0,0,1,0,0,0,0
Darville,0,,0,,,,0,0,0,1,0,0,0,0
Darville,0,,0,,,,0,0,0,1,0,0,0,0
Darwall,0,,0,,,,0,0,0,1,0,0,0,0
Darwall,0,,1,,,,0,0,0,1,0,0,0,0
Darwell,0,,0,,,,0,0,0,1,0,0,0,0
Darwell,0,,0,,,,0,0,0,1,0,0,0,0
Darwen,0,,0,,,,0,0,0,1,0,0,0,0
Darwen,0,,0,,,,0,0,1,1,0,0,0,0
Darwent,0,,0,,,,0,0,0,1,0,0,0,0
Darwent,0,,0,,,,0,0,0,1,0,0,0,0
