recipient_surname,recipient_surname_id,recipient_value,recipient_surname_count,match_surname,match_surname_id,match_value,match_surname_count
Haydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Haydon,1835,1010.5,63,Haydon,surname,1010.5,63
Haydon,1835,1010.5,63,Haydon,value,1010.5,63
Haydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Haydon,1835,1010.5,63,Haydon,surname,1010.5,63
Haydon,1835,1010.5,63,Haydon,value,1010.5,63
Haydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Haydon,1835,1010.5,63,Haydon,surname,1010.5,63
Haydon,1835,1010.5,63,Haydon,value,1010.5,63
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Drake,1293,579.0,84,Serle,surname_count,538.0,95
Drake,1293,579.0,84,Serle,surname,538.0,95
Drake,1293,579.0,84,Serle,value,538.0,95
Baker,185,829.5,192,Warren,surname_count,867.5,173
Baker,185,829.5,192,Warren,surname,867.5,173
Baker,185,829.5,192,Warren,value,867.5,173
Cate,725,63.0,10,Dorsett,surname_count,61.0,11
Cate,725,63.0,10,Dorsett,surname,61.0,11
Cate,725,63.0,10,Dorsett,value,61.0,11
Cate,725,63.0,10,Dorsett,surname_count,61.0,11
Cate,725,63.0,10,Dorsett,surname,61.0,11
Cate,725,63.0,10,Dorsett,value,61.0,11
Clarcke,834,709.0,148,Elyett,surname_count,723.5,160
Clarcke,834,709.0,148,Elyett,surname,723.5,160
Clarcke,834,709.0,148,Elyett,value,723.5,160
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Buttler,650,75.0,21,Clardfyld,surname_count,80.0,21
Buttler,650,75.0,21,Clardfyld,surname,80.0,21
Buttler,650,75.0,21,Clardfyld,value,80.0,21
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Harve,1903,349.0,58,William,surname_count,335.0,58
Harve,1903,349.0,58,William,surname,335.0,58
Harve,1903,349.0,58,William,value,335.0,58
Mayne,2671,343.5,77,Stone,surname_count,346.0,87
Mayne,2671,343.5,77,Stone,surname,346.0,87
Mayne,2671,343.5,77,Stone,value,346.0,87
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Backer,185,829.5,192,Warren,surname_count,867.5,173
Backer,185,829.5,192,Warren,surname,867.5,173
Backer,185,829.5,192,Warren,value,867.5,173
Davye,1159,637.0,165,Walshe,surname_count,551.5,141
Davye,1159,637.0,165,Walshe,surname,551.5,141
Davye,1159,637.0,165,Walshe,value,551.5,141
Baker,185,829.5,192,Warren,surname_count,867.5,173
Baker,185,829.5,192,Warren,surname,867.5,173
Baker,185,829.5,192,Warren,value,867.5,173
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Northcote,2865,290.0,70,Waye,surname_count,279.0,77
Northcote,2865,290.0,70,Waye,surname,279.0,77
Northcote,2865,290.0,70,Waye,value,279.0,77
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Holmys,2066,26.0,8,Moggeryg,surname_count,25.0,7
Holmys,2066,26.0,8,Moggeryg,surname,25.0,7
Holmys,2066,26.0,8,Moggeryg,value,25.0,7
Davye,1159,637.0,165,Walshe,surname_count,551.5,141
Davye,1159,637.0,165,Walshe,surname,551.5,141
Davye,1159,637.0,165,Walshe,value,551.5,141
Gallowe,1586,358.0,44,Notton,surname_count,337.0,46
Gallowe,1586,358.0,44,Notton,surname,337.0,46
Gallowe,1586,358.0,44,Notton,value,337.0,46
Northcott,2865,290.0,70,Waye,surname_count,279.0,77
Northcott,2865,290.0,70,Waye,surname,279.0,77
Northcott,2865,290.0,70,Waye,value,279.0,77
Hydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Hydon,1835,1010.5,63,Haydon,surname,1010.5,63
Hydon,1835,1010.5,63,Haydon,value,1010.5,63
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Backer,185,829.5,192,Warren,surname_count,867.5,173
Backer,185,829.5,192,Warren,surname,867.5,173
Backer,185,829.5,192,Warren,value,867.5,173
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Leonerd,2452,42.0,7,Noryngton,surname_count,38.0,6
Leonerd,2452,42.0,7,Noryngton,surname,38.0,6
Leonerd,2452,42.0,7,Noryngton,value,38.0,6
Harvye,1903,349.0,58,William,surname_count,335.0,58
Harvye,1903,349.0,58,William,surname,335.0,58
Harvye,1903,349.0,58,William,value,335.0,58
Knowles,2342,91.0,23,Clardfyld,surname_count,80.0,21
Knowles,2342,91.0,23,Clardfyld,surname,80.0,21
Knowles,2342,91.0,23,Clardfyld,value,80.0,21
Knowles,2342,91.0,23,Clardfyld,surname_count,80.0,21
Knowles,2342,91.0,23,Clardfyld,surname,80.0,21
Knowles,2342,91.0,23,Clardfyld,value,80.0,21
Cotton,1000,49.0,10,Ser,surname_count,51.0,11
Cotton,1000,49.0,10,Ser,surname,51.0,11
Cotton,1000,49.0,10,Ser,value,51.0,11
Clercke,834,709.0,148,Elyett,surname_count,723.5,160
Clercke,834,709.0,148,Elyett,surname,723.5,160
Clercke,834,709.0,148,Elyett,value,723.5,160
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Mayne,2671,343.5,77,Stone,surname_count,346.0,87
Mayne,2671,343.5,77,Stone,surname,346.0,87
Mayne,2671,343.5,77,Stone,value,346.0,87
Cheke,781,42.0,11,Woodberye,surname_count,48.0,11
Cheke,781,42.0,11,Woodberye,surname,48.0,11
Cheke,781,42.0,11,Woodberye,value,48.0,11
Drake,1293,579.0,84,Serle,surname_count,538.0,95
Drake,1293,579.0,84,Serle,surname,538.0,95
Drake,1293,579.0,84,Serle,value,538.0,95
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Haydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Haydon,1835,1010.5,63,Haydon,surname,1010.5,63
Haydon,1835,1010.5,63,Haydon,value,1010.5,63
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Cate,725,63.0,10,Dorsett,surname_count,61.0,11
Cate,725,63.0,10,Dorsett,surname,61.0,11
Cate,725,63.0,10,Dorsett,value,61.0,11
Haydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Haydon,1835,1010.5,63,Haydon,surname,1010.5,63
Haydon,1835,1010.5,63,Haydon,value,1010.5,63
Heydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Heydon,1835,1010.5,63,Haydon,surname,1010.5,63
Heydon,1835,1010.5,63,Haydon,value,1010.5,63
Haydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Haydon,1835,1010.5,63,Haydon,surname,1010.5,63
Haydon,1835,1010.5,63,Haydon,value,1010.5,63
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Haydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Haydon,1835,1010.5,63,Haydon,surname,1010.5,63
Haydon,1835,1010.5,63,Haydon,value,1010.5,63
Buteler,650,75.0,21,Clardfyld,surname_count,80.0,21
Buteler,650,75.0,21,Clardfyld,surname,80.0,21
Buteler,650,75.0,21,Clardfyld,value,80.0,21
Haydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Haydon,1835,1010.5,63,Haydon,surname,1010.5,63
Haydon,1835,1010.5,63,Haydon,value,1010.5,63
Haydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Haydon,1835,1010.5,63,Haydon,surname,1010.5,63
Haydon,1835,1010.5,63,Haydon,value,1010.5,63
Elyett,1363,723.5,160,Webber,surname_count,827.0,162
Elyett,1363,723.5,160,Webber,surname,827.0,162
Elyett,1363,723.5,160,Webber,value,827.0,162
Parker,2936,388.0,78,Turner,surname_count,401.0,89
Parker,2936,388.0,78,Turner,surname,401.0,89
Parker,2936,388.0,78,Turner,value,401.0,89
Grey,1775,196.0,47,Wyett,surname_count,216.0,43
Grey,1775,196.0,47,Wyett,surname,216.0,43
Grey,1775,196.0,47,Wyett,value,216.0,43
Palmere,2928,443.5,109,Wodd,surname_count,510.0,109
Palmere,2928,443.5,109,Wodd,surname,510.0,109
Palmere,2928,443.5,109,Wodd,value,510.0,109
Parcker,2936,388.0,78,Turner,surname_count,401.0,89
Parcker,2936,388.0,78,Turner,surname,401.0,89
Parcker,2936,388.0,78,Turner,value,401.0,89
Parcker,2936,388.0,78,Turner,surname_count,401.0,89
Parcker,2936,388.0,78,Turner,surname,401.0,89
Parcker,2936,388.0,78,Turner,value,401.0,89
Fullford,1565,103.0,15,Vodleigh,surname_count,106.0,15
Fullford,1565,103.0,15,Vodleigh,surname,106.0,15
Fullford,1565,103.0,15,Vodleigh,value,106.0,15
Palmer,2928,443.5,109,Wodd,surname_count,510.0,109
Palmer,2928,443.5,109,Wodd,surname,510.0,109
Palmer,2928,443.5,109,Wodd,value,510.0,109
Fontanane,1527,58.0,7,Stehilhil,surname_count,64.5,7
Fontanane,1527,58.0,7,Stehilhil,surname,64.5,7
Fontanane,1527,58.0,7,Stehilhil,value,64.5,7
Savery,3425,298.0,9,Savery,surname_count,298.0,9
Savery,3425,298.0,9,Savery,surname,298.0,9
Savery,3425,298.0,9,Savery,value,298.0,9
Davye,1163,162.0,32,Greyfford,surname_count,139.0,32
Davye,1163,162.0,32,Greyfford,surname,139.0,32
Davye,1163,162.0,32,Greyfford,value,139.0,32
Davye,1163,162.0,32,Greyfford,surname_count,139.0,32
Davye,1163,162.0,32,Greyfford,surname,139.0,32
Davye,1163,162.0,32,Greyfford,value,139.0,32
Davye,1159,637.0,165,Walshe,surname_count,551.5,141
Davye,1159,637.0,165,Walshe,surname,551.5,141
Davye,1159,637.0,165,Walshe,value,551.5,141
Harve,1903,349.0,58,William,surname_count,335.0,58
Harve,1903,349.0,58,William,surname,335.0,58
Harve,1903,349.0,58,William,value,335.0,58
Davye,1163,162.0,32,Greyfford,surname_count,139.0,32
Davye,1163,162.0,32,Greyfford,surname,139.0,32
Davye,1163,162.0,32,Greyfford,value,139.0,32
Parcker,2936,388.0,78,Turner,surname_count,401.0,89
Parcker,2936,388.0,78,Turner,surname,401.0,89
Parcker,2936,388.0,78,Turner,value,401.0,89
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Smythe,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smythe,3598,1458.5,287,Smyth,surname,1458.5,287
Smythe,3598,1458.5,287,Smyth,value,1458.5,287
Gaily,1586,358.0,44,Notton,surname_count,337.0,46
Gaily,1586,358.0,44,Notton,surname,337.0,46
Gaily,1586,358.0,44,Notton,value,337.0,46
Davy,1159,637.0,165,Walshe,surname_count,551.5,141
Davy,1159,637.0,165,Walshe,surname,551.5,141
Davy,1159,637.0,165,Walshe,value,551.5,141
Baggeare,178,77.0,13,Shapleigh,surname_count,77.0,13
Baggeare,178,77.0,13,Shapleigh,surname,77.0,13
Baggeare,178,77.0,13,Shapleigh,value,77.0,13
Baggeare,178,77.0,13,Shapleigh,surname_count,77.0,13
Baggeare,178,77.0,13,Shapleigh,surname,77.0,13
Baggeare,178,77.0,13,Shapleigh,value,77.0,13
Hydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Hydon,1835,1010.5,63,Haydon,surname,1010.5,63
Hydon,1835,1010.5,63,Haydon,value,1010.5,63
Baker,185,829.5,192,Warren,surname_count,867.5,173
Baker,185,829.5,192,Warren,surname,867.5,173
Baker,185,829.5,192,Warren,value,867.5,173
Baker,185,829.5,192,Warren,surname_count,867.5,173
Baker,185,829.5,192,Warren,surname,867.5,173
Baker,185,829.5,192,Warren,value,867.5,173
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Russell,3353,178.5,57,Russell,surname_count,178.5,57
Russell,3353,178.5,57,Russell,surname,178.5,57
Russell,3353,178.5,57,Russell,value,178.5,57
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Hidden,2009,6.0,1,Wytteburgh,surname_count,6.0,1
Hidden,2009,6.0,1,Wytteburgh,surname,6.0,1
Hidden,2009,6.0,1,Wytteburgh,value,6.0,1
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Russell,3353,178.5,57,Russell,surname_count,178.5,57
Russell,3353,178.5,57,Russell,surname,178.5,57
Russell,3353,178.5,57,Russell,value,178.5,57
Cheyke,781,42.0,11,Woodberye,surname_count,48.0,11
Cheyke,781,42.0,11,Woodberye,surname,48.0,11
Cheyke,781,42.0,11,Woodberye,value,48.0,11
Mayne,2671,343.5,77,Stone,surname_count,346.0,87
Mayne,2671,343.5,77,Stone,surname,346.0,87
Mayne,2671,343.5,77,Stone,value,346.0,87
Mayne,2671,343.5,77,Stone,surname_count,346.0,87
Mayne,2671,343.5,77,Stone,surname,346.0,87
Mayne,2671,343.5,77,Stone,value,346.0,87
Pape,3129,489.0,113,Wodd,surname_count,510.0,109
Pape,3129,489.0,113,Wodd,surname,510.0,109
Pape,3129,489.0,113,Wodd,value,510.0,109
Pape,3129,489.0,113,Wodd,surname_count,510.0,109
Pape,3129,489.0,113,Wodd,surname,510.0,109
Pape,3129,489.0,113,Wodd,value,510.0,109
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Cheyke,781,42.0,11,Woodberye,surname_count,48.0,11
Cheyke,781,42.0,11,Woodberye,surname,48.0,11
Cheyke,781,42.0,11,Woodberye,value,48.0,11
Parker,2936,388.0,78,Turner,surname_count,401.0,89
Parker,2936,388.0,78,Turner,surname,401.0,89
Parker,2936,388.0,78,Turner,value,401.0,89
Heydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Heydon,1835,1010.5,63,Haydon,surname,1010.5,63
Heydon,1835,1010.5,63,Haydon,value,1010.5,63
William,4273,335.0,58,William,surname_count,335.0,58
William,4273,335.0,58,William,surname,335.0,58
William,4273,335.0,58,William,value,335.0,58
Williams,4273,335.0,58,William,surname_count,335.0,58
Williams,4273,335.0,58,William,surname,335.0,58
Williams,4273,335.0,58,William,value,335.0,58
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Ellypt,1363,723.5,160,Webber,surname_count,827.0,162
Ellypt,1363,723.5,160,Webber,surname,827.0,162
Ellypt,1363,723.5,160,Webber,value,827.0,162
Smythe,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smythe,3598,1458.5,287,Smyth,surname,1458.5,287
Smythe,3598,1458.5,287,Smyth,value,1458.5,287
Pape,3129,489.0,113,Wodd,surname_count,510.0,109
Pape,3129,489.0,113,Wodd,surname,510.0,109
Pape,3129,489.0,113,Wodd,value,510.0,109
Cate,725,63.0,10,Dorsett,surname_count,61.0,11
Cate,725,63.0,10,Dorsett,surname,61.0,11
Cate,725,63.0,10,Dorsett,value,61.0,11
Heyton,1436,37.0,6,Noryngton,surname_count,38.0,6
Heyton,1436,37.0,6,Noryngton,surname,38.0,6
Heyton,1436,37.0,6,Noryngton,value,38.0,6
Heydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Heydon,1835,1010.5,63,Haydon,surname,1010.5,63
Heydon,1835,1010.5,63,Haydon,value,1010.5,63
Clerk,834,709.0,148,Elyett,surname_count,723.5,160
Clerk,834,709.0,148,Elyett,surname,723.5,160
Clerk,834,709.0,148,Elyett,value,723.5,160
Duke,1308,25.0,10,Northampton,surname_count,24.0,11
Duke,1308,25.0,10,Northampton,surname,24.0,11
Duke,1308,25.0,10,Northampton,value,24.0,11
Drake,1293,579.0,84,Serle,surname_count,538.0,95
Drake,1293,579.0,84,Serle,surname,538.0,95
Drake,1293,579.0,84,Serle,value,538.0,95
Walter,4130,303.0,92,Walter,surname_count,303.0,92
Walter,4130,303.0,92,Walter,surname,303.0,92
Walter,4130,303.0,92,Walter,value,303.0,92
Wright,4368,97.0,19,Lytyllon,surname_count,106.0,19
Wright,4368,97.0,19,Lytyllon,surname,106.0,19
Wright,4368,97.0,19,Lytyllon,value,106.0,19
Davy,1159,637.0,165,Walshe,surname_count,551.5,141
Davy,1159,637.0,165,Walshe,surname,551.5,141
Davy,1159,637.0,165,Walshe,value,551.5,141
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Cate,725,63.0,10,Dorsett,surname_count,61.0,11
Cate,725,63.0,10,Dorsett,surname,61.0,11
Cate,725,63.0,10,Dorsett,value,61.0,11
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Cheyke,781,42.0,11,Woodberye,surname_count,48.0,11
Cheyke,781,42.0,11,Woodberye,surname,48.0,11
Cheyke,781,42.0,11,Woodberye,value,48.0,11
Williams,4273,335.0,58,William,surname_count,335.0,58
Williams,4273,335.0,58,William,surname,335.0,58
Williams,4273,335.0,58,William,value,335.0,58
Cheyke,781,42.0,11,Woodberye,surname_count,48.0,11
Cheyke,781,42.0,11,Woodberye,surname,48.0,11
Cheyke,781,42.0,11,Woodberye,value,48.0,11
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Wyght,4368,97.0,19,Lytyllon,surname_count,106.0,19
Wyght,4368,97.0,19,Lytyllon,surname,106.0,19
Wyght,4368,97.0,19,Lytyllon,value,106.0,19
Heydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Heydon,1835,1010.5,63,Haydon,surname,1010.5,63
Heydon,1835,1010.5,63,Haydon,value,1010.5,63
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Heydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Heydon,1835,1010.5,63,Haydon,surname,1010.5,63
Heydon,1835,1010.5,63,Haydon,value,1010.5,63
Knoll,2342,91.0,23,Clardfyld,surname_count,80.0,21
Knoll,2342,91.0,23,Clardfyld,surname,80.0,21
Knoll,2342,91.0,23,Clardfyld,value,80.0,21
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Ellyett,1363,723.5,160,Webber,surname_count,827.0,162
Ellyett,1363,723.5,160,Webber,surname,827.0,162
Ellyett,1363,723.5,160,Webber,value,827.0,162
Ellyet,1363,723.5,160,Webber,surname_count,827.0,162
Ellyet,1363,723.5,160,Webber,surname,827.0,162
Ellyet,1363,723.5,160,Webber,value,827.0,162
Parker,2936,388.0,78,Turner,surname_count,401.0,89
Parker,2936,388.0,78,Turner,surname,401.0,89
Parker,2936,388.0,78,Turner,value,401.0,89
Cate,662,139.0,49,Boullond,surname_count,158.0,42
Cate,662,139.0,49,Boullond,surname,158.0,42
Cate,662,139.0,49,Boullond,value,158.0,42
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Elitt,1363,723.5,160,Webber,surname_count,827.0,162
Elitt,1363,723.5,160,Webber,surname,827.0,162
Elitt,1363,723.5,160,Webber,value,827.0,162
Ellot,1363,723.5,160,Webber,surname_count,827.0,162
Ellot,1363,723.5,160,Webber,surname,827.0,162
Ellot,1363,723.5,160,Webber,value,827.0,162
Mayne,2671,343.5,77,Stone,surname_count,346.0,87
Mayne,2671,343.5,77,Stone,surname,346.0,87
Mayne,2671,343.5,77,Stone,value,346.0,87
Heydon,1835,1010.5,63,Haydon,surname_count,1010.5,63
Heydon,1835,1010.5,63,Haydon,surname,1010.5,63
Heydon,1835,1010.5,63,Haydon,value,1010.5,63
Elyett,1363,723.5,160,Webber,surname_count,827.0,162
Elyett,1363,723.5,160,Webber,surname,827.0,162
Elyett,1363,723.5,160,Webber,value,827.0,162
Drake,1293,579.0,84,Serle,surname_count,538.0,95
Drake,1293,579.0,84,Serle,surname,538.0,95
Drake,1293,579.0,84,Serle,value,538.0,95
Ellyett,1363,723.5,160,Webber,surname_count,827.0,162
Ellyett,1363,723.5,160,Webber,surname,827.0,162
Ellyett,1363,723.5,160,Webber,value,827.0,162
Smyth,3598,1458.5,287,Smyth,surname_count,1458.5,287
Smyth,3598,1458.5,287,Smyth,surname,1458.5,287
Smyth,3598,1458.5,287,Smyth,value,1458.5,287
Clerke,834,709.0,148,Elyett,surname_count,723.5,160
Clerke,834,709.0,148,Elyett,surname,723.5,160
Clerke,834,709.0,148,Elyett,value,723.5,160
Wryght,4368,97.0,19,Lytyllon,surname_count,106.0,19
Wryght,4368,97.0,19,Lytyllon,surname,106.0,19
Wryght,4368,97.0,19,Lytyllon,value,106.0,19
Hart,1900,164.0,20,Weston,surname_count,174.0,22
Hart,1900,164.0,20,Weston,surname,174.0,22
Hart,1900,164.0,20,Weston,value,174.0,22
Baker,185,829.5,192,Warren,surname_count,867.5,173
Baker,185,829.5,192,Warren,surname,867.5,173
Baker,185,829.5,192,Warren,value,867.5,173
Hart,1986,51.0,18,Withecombe,surname_count,51.0,16
Hart,1986,51.0,18,Withecombe,surname,51.0,16
Hart,1986,51.0,18,Withecombe,value,51.0,16
Parker,2936,388.0,78,Turner,surname_count,401.0,89
Parker,2936,388.0,78,Turner,surname,401.0,89
Parker,2936,388.0,78,Turner,value,401.0,89
Hart,1986,51.0,18,Withecombe,surname_count,51.0,16
Hart,1986,51.0,18,Withecombe,surname,51.0,16
Hart,1986,51.0,18,Withecombe,value,51.0,16
Cotton,1000,49.0,10,Ser,surname_count,51.0,11
Cotton,1000,49.0,10,Ser,surname,51.0,11
Cotton,1000,49.0,10,Ser,value,51.0,11
Wnyght,4368,97.0,19,Lytyllon,surname_count,106.0,19
Wnyght,4368,97.0,19,Lytyllon,surname,106.0,19
Wnyght,4368,97.0,19,Lytyllon,value,106.0,19
Palmer,2928,443.5,109,Wodd,surname_count,510.0,109
Palmer,2928,443.5,109,Wodd,surname,510.0,109
Palmer,2928,443.5,109,Wodd,value,510.0,109
Ellot,1363,723.5,160,Webber,surname_count,827.0,162
Ellot,1363,723.5,160,Webber,surname,827.0,162
Ellot,1363,723.5,160,Webber,value,827.0,162
Walron,4115,20.0,7,Bylysford,surname_count,19.0,7
Walron,4115,20.0,7,Bylysford,surname,19.0,7
Walron,4115,20.0,7,Bylysford,value,19.0,7
Dyer,1333,355.0,81,Walter,surname_count,303.0,92
Dyer,1333,355.0,81,Walter,surname,303.0,92
Dyer,1333,355.0,81,Walter,value,303.0,92
Drake,1293,579.0,84,Serle,surname_count,538.0,95
Drake,1293,579.0,84,Serle,surname,538.0,95
Drake,1293,579.0,84,Serle,value,538.0,95
Eliot,1363,723.5,160,Webber,surname_count,827.0,162
Eliot,1363,723.5,160,Webber,surname,827.0,162
Eliot,1363,723.5,160,Webber,value,827.0,162
Elypt,1363,723.5,160,Webber,surname_count,827.0,162
Elypt,1363,723.5,160,Webber,surname,827.0,162
