pt_text,eo_text,tr_text,pt_pages,eo_pages,tr_pages,pages,names,year
"Vele, Veley63,115,116,129","Ve le y63,115,116,129","VELAY 63,115,116,129","[63, 115, 116, 129, 132, 138, 140, 141, 144, 145, 152, 169, 170, 172, 180, 183, 184, 187, 188, 193, 194, 202, 204, 242]","[63, 115, 116, 129, 132, 138, 140, 141, 144, 145, 152, 169, 170, 172, 180, 183, 184, 187, 188, 193, 194, 202, 204, 242]","[63, 115, 116, 129, 132, 138, 140, 141, 144, 145, 152, 169, 170, 172, 180, 183, 184, 187, 188, 193, 194, 202, 204, 242]","[63, 115, 116, 129, 132, 138, 140, 141, 144, 145, 152, 169, 170, 172, 180, 183, 184, 187, 188, 193, 194, 202, 204, 242]",['Veley'],1524
"Veller 69,85","Veller69,85","VELIER 69,85","[69, 85]","[69, 85]","[69, 85]","[69, 85]",['Veller'],1524
"Ven7,45,49,60,80,81,217","Ven7,45,49,60,80,81, 217","VEN 7,45,49,60,80,81,217","[7, 45, 49, 60, 80, 81, 217]","[7, 45, 49, 60, 80, 81, 217]","[7, 45, 49, 60, 80, 81, 217]","[7, 45, 49, 60, 80, 81, 217]",['Ven'],1524
Vence202,Vence202,VENICE 202,[202],[202],[202],[202],['Vence'],1524
"Venicombe38,59,60,61","Venicombe38,59,60,61","VENICOMBE 38,59,60,61","[38, 59, 60, 61, 62, 68, 71, 102]","[38, 59, 60, 61, 62, 68, 71, 102]","[38, 59, 60, 61, 62, 68, 71, 102]","[38, 59, 60, 61, 62, 68, 71, 102]",['Venicombe'],1524
"Venman49,72,80","Veman49,72 ,80","VENMAN 49,72,80","[49, 72, 80]","[49, 72, 80]","[49, 72, 80]","[49, 72, 80]",['Venman'],1524
"Venner52,57,84,91,92,","Venner52,57,84,91,92,","VENNER 52,57,84,91,92,","[52, 57, 84, 91, 92, 94, 95, 96, 106, 116, 119, 120, 123, 125, 126, 127]","[52, 57, 84, 91, 92, 94, 95, 96, 106, 116, 119, 120, 123, 125, 126, 127]","[52, 57, 84, 91, 92, 94, 95, 96, 106, 116, 119, 120, 123, 125, 126, 127]","[52, 57, 84, 91, 92, 94, 95, 96, 106, 116, 119, 120, 123, 125, 126, 127]",['Venner'],1524
"Venning185,189,197,","Venning185 , 189,197,","VENNING 185,189,197,","[185, 189, 197, 201, 204, 207, 208]","[185, 189, 197, 201, 204, 207, 208]","[185, 189, 197, 201, 204, 207, 208]","[185, 189, 197, 201, 204, 207, 208]",['Venning'],1524
"Warre36,63,66,218,","Warre36, 63,66,218,","WARE 36,63,66,218,","[36, 63, 66, 218, 220, 224, 229]","[36, 63, 66, 218, 220, 224, 229]","[36, 63, 66, 218, 220, 224, 229]","[36, 63, 66, 218, 220, 224, 229]",['Warre'],1524
"Warren,Waring,Werring","Warren,Waring,Werring","WARREN,WARING, WERRING","[4, 10, 16, 17, 24, 26, 31, 33, 35, 37, 40, 41, 43, 44, 45, 46, 47, 49, 50, 52, 59, 61, 62, 68, 70, 71, 77, 79, 82, 85, 93, 95, 99, 103, 104, 119, 130, 136, 139, 147, 149, 150, 151, 152, 153, 156, 157, 161, 163, 164, 166, 167, 168, 178, 179, 180, 181, 192, 193, 198, 199, 209, 213, 218, 251]","[4, 10, 16, 17, 24, 26, 31, 33, 35, 37, 40, 41, 43, 44, 45, 46, 47, 49, 50, 52, 59, 61, 62, 68, 70, 71, 77, 79, 82, 85, 93, 95, 99, 103, 104, 119, 130, 136, 139, 147, 149, 150, 151, 152, 153, 156, 157, 161, 163, 164, 166, 167, 168, 178, 179, 180, 181, 192, 193, 198, 199, 209, 213, 218, 251]","[4, 10, 16, 17, 24, 26, 31, 33, 35, 37, 40, 41, 43, 44, 45, 46, 47, 49, 50, 52, 59, 61, 62, 68, 70, 71, 77, 79, 82, 85, 93, 95, 99, 103, 104, 119, 130, 136, 139, 147, 149, 150, 151, 152, 153, 156, 157, 161, 163, 164, 166, 167, 168, 178, 179, 180, 181, 192, 193, 198, 199, 209, 213, 218, 251]","[4, 10, 16, 17, 24, 26, 31, 33, 35, 37, 40, 41, 43, 44, 45, 46, 47, 49, 50, 52, 59, 61, 62, 68, 70, 71, 77, 79, 82, 85, 93, 95, 99, 103, 104, 119, 130, 136, 139, 147, 149, 150, 151, 152, 153, 156, 157, 161, 163, 164, 166, 167, 168, 178, 179, 180, 181, 192, 193, 198, 199, 209, 213, 218, 251]","['Warren', 'Waring', 'Werring']",1524
"Warwick32,170,241,242","Warwick32,170,241,242","WARWICK 32,170,241,242","[32, 170, 241, 242]","[32, 170, 241, 242]","[32, 170, 241, 242]","[32, 170, 241, 242]",['Warwick'],1524
"Wase127,156,188","Wase127,156 ,188","WASE 127,156,188","[127, 156, 188]","[127, 156, 188]","[127, 156, 188]","[127, 156, 188]",['Wase'],1524
"Wate, WatesA10 ,139,182,19O","Wate s103,130,182,190","WATES 103,130,182,190","[10, 139, 182, 19]","[103, 130, 182, 190]","[103, 130, 182, 190]","[103, 130, 182, 190]",['Wates'],1524
"Water 36,5g,163","Water36 , 52,163","WATER 36,52,163","[36, 5, 163]","[36, 52, 163]","[36, 52, 163]","[36, 52, 163]",['Water'],1524
Waterdon 191,Waterdon191,WATERON 191,[191],[191],[191],[191],['Waterdon'],1524
"ngeyman 1y2,113,119,","Wateran112,113,119,","WATERMAN 112,113,119,","[1, 2, 113, 119, 144, 201, 205]","[112, 113, 119, 144, 201, 205]","[112, 113, 119, 144, 201, 205]","[112, 113, 119, 144, 201, 205]",['Waterman'],1524
Watkyn 159,Watkyn159,WATKYN 159,[159],[159],[159],[159],['Watkyn'],1524
Watman226,Watnan226,WATMAN 226,[226],[226],[226],[226],['Watman'],1524
"Watts1,20,51,70,73,78","Watts1,20,51,70,73,78","WATTS 1,20,51,70,73,78","[1, 20, 51, 70, 73, 78, 79, 113, 118, 120, 148, 153, 156, 163, 182, 187, 198, 222]","[1, 20, 51, 70, 73, 78, 79, 113, 118, 120, 148, 153, 156, 163, 182, 187, 198, 222]","[1, 20, 51, 70, 73, 78, 79, 113, 118, 120, 148, 153, 156, 163, 182, 187, 198, 222]","[1, 20, 51, 70, 73, 78, 79, 113, 118, 120, 148, 153, 156, 163, 182, 187, 198, 222]",['Watts'],1524
"Way,Weyi3,21,28,33,34,7","WayWey3,21,28,33,34 ,","WAY,WEY 3,21,28,33,34,","[3, 21, 28, 33, 34, 7, 42, 44, 46, 48, 50, 54, 55, 56, 57, 59, 61, 66, 67, 76, 83, 84, 89, 94, 95, 104, 117, 130, 137, 159, 160, 164, 180, 206, 207, 218, 221, 222, 231]","[3, 21, 28, 33, 34, 42, 44, 46, 48, 50, 54, 55, 56, 57, 59, 61, 66, 67, 76, 83, 84, 89, 94, 95, 104, 117, 130, 137, 159, 160, 164, 180, 206207, 218, 221, 222, 231]","[3, 21, 28, 33, 34, 42, 44, 46, 48, 50, 54, 55, 56, 57, 59, 61, 66, 67, 76, 83, 84, 89, 94, 95, 104, 117, 130, 137, 159, 160, 164, 180, 206, 207, 218, 221, 222, 231]","[3, 21, 28, 33, 34, 42, 44, 46, 48, 50, 54, 55, 56, 57, 59, 61, 66, 67, 76, 83, 84, 89, 94, 95, 104, 117, 130, 137, 159, 160, 164, 180, 206, 207, 218, 221, 222, 231]","['Way', 'Wey']",1524
Wayle60,Way le60,WAYLE 60,[60],[60],[60],[60],['Wayle'],1524
Wayman51,Waywan51,WAYMAN 51,[51],[51],[51],[51],['Wayman'],1524
"Waymont,Weymont 72,169","Waymont9Weywont72,169","WAYMONT,WEYMONT 72,169","[72, 169, 177, 180, 198, 232]","[9, 72, 169, 177, 180, 198, 232]","[72, 169, 177, 180, 198, 232]","[72, 169, 177, 180, 198, 232]","['Waymont', 'Weymont']",1524
"Waymouth,Weymouth169","Waymouth,Weymouth169","WAYMOUTH,WEYMOUTH 169","[169, 204, 206, 207, 214, 215]","[169, 204, 206, 207, 214, 215]","[169, 204, 206, 207, 214, 215]","[169, 204, 206, 207, 214, 215]","['Waymouth', 'Weymouth']",1524
Wayshe214,Wayshe214,WAYSHE 214,[214],[214],[214],[214],['Wayshe'],1524
Wayteway229,Wayteway229,WAYTEWAY 229,[229],[229],[229],[229],['Wayteway'],1524
Wavywa rd77,Wayward77,WAYWARD 77,[77],[77],[77],[77],['Wayward'],1524
"Webbe32,108,134,162,","Webbe32108, 134,162 ,","WEBBE 32,108,134,162,","[32, 108, 134, 162, 166, 182, 195, 219, 220]","[32108, 134, 162, 166, 182, 195, 219, 220]","[32, 108, 134, 162, 166, 182, 195, 219, 220]","[32, 108, 134, 162, 166, 182, 195, 219, 220]",['Webbe'],1524
Webbell241,Webbe 11241,WEBBELL 241,[241],[11241],[241],[241],['Webbell'],1524
"Webber1,2,13,17,21,25","Webbber1,2,13,17,21,25","WEBBER 1,2,13,17,21,25","[1, 2, 13, 17, 21, 25, 26, 35, 41, 42, 45, 47, 48, 49, 52, 53, 67, 68, 71, 72, 74, 75, 77, 79, 85, 86, 93, 100, 108, 114, 117, 121, 124, 125, 128, 130, 134, 136, 141, 144, 153, 170, 172, 177, 183, 194, 202, 204, 208, 209, 210, 211, 213, 215, 222, 226, 236, 243, 244, 246, 250, 251]","[1, 2, 13, 17, 21, 25, 26, 35, 41, 42, 45, 47, 48, 49, 52, 53, 67, 68, 71, 72, 74, 75, 77, 79, 8586, 93, 100, 108, 114, 117, 121, 124, 125, 128, 130, 134, 136, 141, 144, 153, 170, 172, 177, 183, 194, 202, 204, 208, 209, 210, 211, 213, 215, 222, 226, 236, 243, 244, 246, 250, 251]","[1, 2, 13, 17, 21, 25, 26, 35, 41, 42, 45, 47, 48, 49, 52, 53, 67, 68, 71, 72, 74, 75, 77, 79, 85, 86, 93, 100, 108, 114, 117, 121, 124, 125, 128, 130, 134, 136, 141, 144, 153, 170, 172, 177, 183, 194, 202, 204, 208, 209, 210, 211, 213, 215, 222, 226, 236, 243, 244, 246, 250, 251]","[1, 2, 13, 17, 21, 25, 26, 35, 41, 42, 45, 47, 48, 49, 52, 53, 67, 68, 71, 72, 74, 75, 77, 79, 85, 86, 93, 100, 108, 114, 117, 121, 124, 125, 128, 130, 134, 136, 141, 144, 153, 170, 172, 177, 183, 194, 202, 204, 208, 209, 210, 211, 213, 215, 222, 226, 236, 243, 244, 246, 250, 251]",['Webber'],1524
Wede68,Wede68,WADE 68,[68],[68],[68],[68],['Wede'],1524
"Wedin106,107","Wedin106 , 107","WEDIN 106,107","[106, 107]","[106, 107]","[106, 107]","[106, 107]",['Wedin'],1524
Wedlake 98,Wedlake98,WEDLAKE 98,[98],[98],[98],[98],['Wedlake'],1524
"Wedmore 28,50,53","Wedmore28,50,53","WEDMORE 28,50,53","[28, 50, 53]","[28, 50, 53]","[28, 50, 53]","[28, 50, 53]",['Wedmore'],1524
"Wegger74,198,227,228,233","Wegger74,198,227,228,233","WEGGER 74,198,227,228,233","[74, 198, 227, 228, 233]","[74, 198, 227, 228, 233]","[74, 198, 227, 228, 233]","[74, 198, 227, 228, 233]",['Wegger'],1524
"Weke, Wekes16,36,41,42,43,44","Weke s16,36,41,42,43,44","WEKES 16,36,41,42,43,44","[16, 36, 41, 42, 43, 44, 65, 82, 134, 135, 139, 140, 141]","[16, 36, 41, 42, 43, 44, 65, 82, 134, 135, 139, 140, 141]","[16, 36, 41, 42, 43, 44, 65, 82, 134, 135, 139, 140, 141]","[16, 36, 41, 42, 43, 44, 65, 82, 134, 135, 139, 140, 141]",['Wekes'],1524
"Wichehals8,205,206,","Wichehals8,205,206 ,","WICHEHALS 8,205,206,","[8, 205, 206, 212, 220, 222, 245, 250]","[8, 205, 206, 212, 220, 222, 245, 250]","[8, 205, 206, 212, 220, 222, 245, 250]","[8, 205, 206, 212, 220, 222, 245, 250]",['Wichehals'],1524
"Wide55,134,194","Wide55,134,194","WIDE 55,134,194","[55, 134, 194]","[55, 134, 194]","[55, 134, 194]","[55, 134, 194]",['Wide'],1524
"Widecombe,Wedycombe",WidecombeWedycombe,"WIDECOMBE, WEDYCOMBE","[176, 180, 185, 211, 212, 231]","[176, 180, 185, 211, 212, 231]","[176, 180, 185, 211, 212, 231]","[176, 180, 185, 211, 212, 231]","['Widecombe', 'Wedycombe']",1524
WiQelgkg 993993161,"Wide lake90,94,161","WIDELAKE 90,94,161",[993993161],"[90, 94, 161]","[90, 94, 161]","[90, 94, 161]",['Widelake'],1524
"Widgsladg719,26,ll3,239","Wides lade19,26,113,239","WIDESLADE 19,26,113,239","[719, 26, 3, 239]","[19, 26, 113, 239]","[19, 26, 113, 239]","[19, 26, 113, 239]",['Wideslade'],1524
Widimer215,Widimer215,WIDIMER 215,[215],[215],[215],[215],['Widimer'],1524
ngford 167,Wigford167,WIGFORD 167,[167],[167],[167],[167],['Wigford'],1524
"Wigger77,224,229","Wigger77,224,229","WIGGER 77,224,229","[77, 224, 229]","[77, 224, 229]","[77, 224, 229]","[77, 224, 229]",['Wigger'],1524
"Wike41,63,64,97,144","Wike41,63,64,97,144","WIKE 41,63,64,97,144","[41, 63, 64, 97, 144, 147, 181, 187]","[41, 63, 64, 97, 144, 147, 181, 187]","[41, 63, 64, 97, 144, 147, 181, 187]","[41, 63, 64, 97, 144, 147, 181, 187]",['Wike'],1524
Wi ace 48,Wilace48,WILACE 48,[48],[48],[48],[48],['Wilace'],1524
Wilan50,Wilan50,WILAN 50,[50],[50],[50],[50],['Wilan'],1524
"Wilberton156,165,166,173","Wilberton156,165,166,173","WILBERTON 156,165,166,173","[156, 165, 166, 173]","[156, 165, 166, 173]","[156, 165, 166, 173]","[156, 165, 166, 173]",['Wilberton'],1524
Wilbery147,Wilbery147,WILBERY 147,[147],[147],[147],[147],['Wilbery'],1524
"Wilcock1,26,43,70,73,","Wilcock1,26,43,70,73,","WILCOCK 1,26,43,70,73,","[1, 26, 43, 70, 73, 76, 77, 80, 109, 129, 130, 137, 144, 192, 217, 237, 248, 251]","[1, 26, 43, 70, 73, 76, 77, 80, 109, 129, 130, 137, 144, 192, 217, 237, 248, 251]","[1, 26, 43, 70, 73, 76, 77, 80, 109, 129, 130, 137, 144, 192, 217, 237, 248, 251]","[1, 26, 43, 70, 73, 76, 77, 80, 109, 129, 130, 137, 144, 192, 217, 237, 248, 251]",['Wilcock'],1524
Wilforth145,Wi Iforth145,WILFORM 145,[145],[145],[145],[145],['Wilforth'],1524
"Wilke, Wilkes,Wilkey,Welkey","Wilke, Wilkes , Wi lkey,Welkey","WILKES,WILKEY,WELKEY","[2, 17, 23, 98, 102, 106, 107, 115, 118, 121, 124, 163, 170, 223, 225]","[2, 17, 23, 98, 102, 106, 107, 115, 118, 121, 124, 163, 170, 223, 225]","[2, 17, 23, 98, 102, 106, 107, 115, 118, 121, 124, 163, 170, 223, 225]","[2, 17, 23, 98, 102, 106, 107, 115, 118, 121, 124, 163, 170, 223, 225]","['Wilke', 'Wilkes', 'Wilkey', 'Welkey']",1524
"Wilkin20,46,76,223","Wilkin20,46,76,223","WILKIN 20,46,76,223","[20, 46, 76, 223]","[20, 46, 76, 223]","[20, 46, 76, 223]","[20, 46, 76, 223]",['Wilkin'],1524
"wills8,9,32,33,35,40,43","Will, Wills8,9,32,33,35,40,43","WILLS 8,9,32,33,35,40,43","[8, 9, 32, 33, 35, 40, 43, 48, 56, 57, 63, 64, 67, 72, 77, 80, 95, 109, 112, 115, 118, 120, 122, 141, 145, 147, 148, 156, 158, 160, 173, 181, 185, 187, 188, 189, 190, 193, 195, 196, 197, 198, 199, 200, 201, 203, 206, 208, 217, 220, 221, 224, 226, 233, 236, 246, 248, 251]","[8, 9, 32, 33, 35, 40, 43, 48, 56, 57, 63, 64, 67, 72, 77, 80, 95, 109, 112, 115, 118, 120, 122, 141, 145, 147, 148, 156, 158, 160, 173, 181, 185, 187, 188, 189, 190, 193, 195, 196, 197, 198, 199, 200, 201, 203, 206, 208, 217, 220, 221, 224, 226, 233, 236, 246, 248, 251]","[8, 9, 32, 33, 35, 40, 43, 48, 56, 57, 63, 64, 67, 72, 77, 80, 95, 109, 112, 115, 118, 120, 122, 141, 145, 147, 148, 156, 158, 160, 173, 181, 185, 187, 188, 189, 190, 193, 195, 196, 197, 198, 199, 200, 201, 203, 206, 208, 217, 220, 221, 224, 226, 233, 236, 246, 248, 251]","[8, 9, 32, 33, 35, 40, 43, 48, 56, 57, 63, 64, 67, 72, 77, 80, 95, 109, 112, 115, 118, 120, 122, 141, 145, 147, 148, 156, 158, 160, 173, 181, 185, 187, 188, 189, 190, 193, 195, 196, 197, 198, 199, 200, 201, 203, 206, 208, 217, 220, 221, 224, 226, 233, 236, 246, 248, 251]",['Wills'],1524
Willer135,Willer135,WILLER 135,[135],[135],[135],[135],['Willer'],1524
Willett116,Willett116,WILLETT 116,[116],[116],[116],[116],['Willett'],1524
"William, Williams24,27,31,38","William, Williams24,27,31,38","WILLIAMS 24,27,31,38","[24, 27, 31, 38, 40, 41, 47, 60, 68, 69, 70, 77, 86, 88, 91, 96, 103, 104, 105, 109, 111, 112, 114, 119, 128, 132, 136, 138, 139, 141, 144, 146, 148, 150, 151, 152, 154, 159, 166, 168, 170, 171, 172, 173, 176, 180, 182, 183, 185, 190, 192, 195, 196, 197, 198, 205, 207, 209, 211, 215, 218, 220, 221, 223, 228, 230, 231, 232, 242]","[24, 27, 31, 38, 40, 41, 47, 60, 68, 69, 70, 77, 86, 88, 91, 96, 103, 104, 105, 109, 111, 112, 114, 119, 128, 132, 136, 138, 139, 141, 144, 146, 148, 150, 151, 152, 154, 159, 166, 168, 170, 171, 172, 173, 176, 180, 182, 183, 185, 190, 192, 195, 196, 197, 198, 205, 207209, 211, 215, 218, 220, 221, 223, 228, 230, 231, 232, 242]","[24, 27, 31, 38, 40, 41, 47, 60, 68, 69, 70, 77, 86, 88, 91, 96, 103, 104, 105, 109, 111, 112, 114, 119, 128, 132, 136, 138, 139, 141, 144, 146, 148, 150, 151, 152, 154, 159, 166, 168, 170, 171, 172, 173, 176, 180, 182, 183, 185, 190, 192, 195, 196, 197, 198, 205, 207, 209, 211, 215, 218, 220, 221, 223, 228, 230, 231, 232, 242]","[24, 27, 31, 38, 40, 41, 47, 60, 68, 69, 70, 77, 86, 88, 91, 96, 103, 104, 105, 109, 111, 112, 114, 119, 128, 132, 136, 138, 139, 141, 144, 146, 148, 150, 151, 152, 154, 159, 166, 168, 170, 171, 172, 173, 176, 180, 182, 183, 185, 190, 192, 195, 196, 197, 198, 205, 207, 209, 211, 215, 218, 220, 221, 223, 228, 230, 231, 232, 242]","['William', 'Williams']",1524
"Willing151,164,165,168","Willing151,164,165,168","WILLING 151,164,165,168","[151, 164, 165, 168, 169, 184, 191, 192, 196, 216, 228, 243]","[151, 164, 165, 168, 169, 184, 191, 192, 196, 216, 228, 243]","[151, 164, 165, 168, 169, 184, 191, 192, 196, 216, 228, 243]","[151, 164, 165, 168, 169, 184, 191, 192, 196, 216, 228, 243]",['Willing'],1524
"Willis23,196,199,248","Willis23,196,199,248","WILLIS 23,196,199,248","[23, 196, 199, 248]","[23, 196, 199, 248]","[23, 196, 199, 248]","[23, 196, 199, 248]",['Willis'],1524
"Willisdon72 ,g83235,247","Willisdon27,28,235,247","WILLISON 27,28,235,247","[72, 83235, 247]","[27, 28, 235, 247]","[27, 28, 235, 247]","[27, 28, 235, 247]",['Willisdon'],1524
"Willisford 218,245","Willisford218,245","WILLISFORM 218,245","[218, 245]","[218, 245]","[218, 245]","[218, 245]",['Willisford'],1524
Wiy it9qA131,Willicon131,WILLITON 131,"[9, 131]",[131],[131],[131],['Williton'],1524
Willy169,Willy169,WILLY 169,[169],[169],[169],[169],['Willy'],1524
Wilman192,Wi loan192,WILMAN 192,[192],[192],[192],[192],['Wilman'],1524
"WJP Lnede , 226",Wi lmede226,WILMADE 226,[226],[226],[226],[226],['Wilmede'],1524
"Wi lmfaf, 79",Wilmer70,WILMER 70,[79],[70],[70],[70],['Wilmer'],1524
Wilmill70,Wi lmill70,WILMILL 70 DAY,[70],[70],[70],[70],['Wilmill'],1524
"Wryng112,113,129","Wryug112,113,129","INVO 122,118,128","[112, 113, 129]","[112, 113, 129]","[122, 118, 128]","[112, 113, 129]",['Wryng'],1524
wudgrbill 2 1,Wuderhill211,INVOICE 11212018 12022018,"[2, 1]",[211],"[11212018, 12022018]",['211'],['Wuderhill'],1524
"Wulbrigge144,148,151","Wulbrigge144,148,151","WALBINGE 14,18,151","[144, 148, 151, 175]","[144, 148, 151, 175]","[14, 18, 151]","[144, 148, 151, 175]",['Wulbrigge'],1524
Wyesh80,Wyeoh80,INVOICE 00,[80],[80],[0],[80],['Wyesh'],1524
"Wyott9,17,31,35,48,","Wyoct9,17,31,35,48,","INVOICE 9,173,34, JALANANANANANANANAN","[9, 17, 31, 35, 48, 49, 97, 104, 108, 120, 154, 156, 157, 158, 162, 164, 165, 173, 191, 192, 194, 238]","[9, 17, 31, 35, 48, 49, 97, 104, 108, 120, 154, 156, 157158, 162, 164, 165, 173, 191, 192, 194, 238]","[9, 173, 34, 18, 97, 104, 18, 10, 15, 16, 17, 18, 16, 14, 16, 12, 10, 10, 24, 20]","[9, 17, 31, 35, 48, 49, 97, 104, 108, 120, 154, '[156', '157', '158', '162', '164', '165]', 173, 191, 192, 194, 238]",['Wyott'],1524
"Yabpe,YegbeAqg, g1,197","Yabbe, Yeabe48,181,197","TABLE MADE,KEBE 48,181,19  112018","[1, 197]","[48, 181, 197]","[48, 181, 19, 112018]","['48', '181', '197']","['Yabbe', 'Yeabe']",1524
"Yabbecombe168,174,181","Yabbeconbe168, 174,181","TAX TEHECAME 168,174,18168","[168, 174, 181, 182, 189]","[168, 174, 181, 182, 189]","[168, 174, 18168, 18]","[168, 174, 181, 182, 189]",['Yabbecombe'],1524
Yastley 179,Yabes ley179,PLEASEY 179 REG 5152018,[179],[179],"[179, 5152018]",[179],['Yabesley'],1524
"Yard,Yerd85,87,100,","Yard, Yerd85,87 , 1OO,","SR, RED,ERI 85,87,100, JOHOR BAHRU,","[85, 87, 100, 102, 207, 217, 227, 245, 249]","[85, 87, 1, 102, 207, 217, 227, 245, 249]","[85, 87, 100, 7, 27, 27, 27, 26, 29]","[85, 87, 100, 102, 207, 217, 227, 245, 249]","['Yard', 'Yerd']",1524
Yea55,Yea55,SR 5,[55],[55],[5],[55],['Yea'],1524
"Year132,202","Year132,202","TOTAL YEAR 18,00 CASHIER AND ONCLUSIVE ONCLUSIVE SUBJECTIVE","[132, 202]","[132, 202]","[18, 0]","[132, 202]",['Year'],1524
"Yeate,Yate1,27,34,36,","Yeate, Yate1,27,34,36 ,","SR JETAKE, RATE 1,27,34,36, JOHOR","[1, 27, 34, 36, 52, 164, 171, 217, 246, 247]","[1, 27, 34, 36, 52, 164, 171, 217, 246, 247]","[1, 27, 34, 36, 164, 17, 27, 24, 27]","[1, 27, 34, 36, 52, 164, 171, 217, 246, 247]","['Yeate', 'Yate']",1524
Yebert 216,Yebert216,INVOICE 20 DAY 20,[216],[216],"[20, 20]",[216],['Yebert'],1524
Yeld135,Ye ld135,INVOICE NO 01182018,[135],[135],[1182018],[135],['Yeld'],1524
Yenan g47,Yenan247,IT RMNINAL,[47],[247],[],['247'],['Yenan'],1524
"Yeme85,109,214","Yewe109,21485 ,`","TIME 85,10,24 AND US ONCLUSIONS ONCLUSIVE SUBJECTABLE ON","[85, 109, 214]","[109, 21485]","[85, 10, 24]","['85', '109', '214']",['Yeme'],1524
Yeo 85 109 111 116 116,"Yeo 85, 109,111,114,116","TEL 7E8,10,11,114,16","[85, 109, 111, 116, 116, 117, 132, 133, 136, 199, 201, 204, 213, 239]","[85, 109, 111, 114, 116, 117, 132, 133, 136, 199, 201, 204, 213, 239]","[7, 8, 10, 11, 114, 16, 117, 12, 13, 16, 19, 1, 4, 211, 29]","['85', '109', '111', '114', '116', 117, 132, 133, 136, 199, 201, 204, 213, 239]",['Yeo'],1524
Yendall 52,Yendall52,SR 01122018,[52],[52],[1122018],[52],['Yendall'],1524
Yernecombg7194,Yerecombe194,TOTAL NUMECME INCLUSIONS ONCLUSIONS MUST BE WITH RECEIPT FOR,[7194],[194],[],['194'],['Yerecombe'],1524
"Yewe222,250","Yere222 ,250","INVOICE 22,20 CASHIER AND RECEIPT FOR RECEIPT","[222, 250]","[222, 250]","[22, 20]","[222, 250]",['Yewe'],1524
"Yewin32,33,56,182,183","Yewin32 , 33,56,182,183","SR TERIM 22,33,56,182,18B  12","[32, 33, 56, 182, 183]","[32, 33, 56, 182, 183]","[22, 33, 56, 182, 18, 12]","[32, 33, 56, 182, 183]",['Yewin'],1524
Yoe95,Yoe95,SR,[95],[95],[],[95],['Yoe'],1524
"Yoland59,63,64,74,92","Yoland59,63,64,74,92","SR TOTAL 59,63,64,74,92","[59, 63, 64, 74, 92, 96, 172, 176, 183, 184, 232]","[59, 63, 64, 74, 92, 96, 172, 176, 183, 184, 232]","[59, 63, 64, 74, 92, 6, 1717, 18, 1822]","[59, 63, 64, 74, 92, 96, 172, 176, 183, 184, 232]",['Yoland'],1524
"Yolde137,145","Yolde137,145","TABLE 37,45 CASHIER AND ONCLUSIVE SUBJECT RECEIPT","[137, 145]","[137, 145]","[37, 45]","[137, 145]",['Yolde'],1524
"Yg1d9n764,65,112,168,","Yoldon64,65,112,148,","TOTAL 64,65,112,148, LAM PERCHANGER TRANSCARD","[1, 9, 764, 65, 112, 168, 199, 205]","[64, 65, 112, 148, 199, 205]","[64, 65, 112, 148, 19, 0]","[64, 65, 112, 148, 199, 205]",['Yoldon'],1524
"Yoman162,177,178,179,192","Yowan162,177,178, 179,192","TAMAN 162,177,178,179,192","[162, 177, 178, 179, 192]","[162, 177, 178, 179, 192]","[162, 177, 178, 179, 192]","[162, 177, 178, 179, 192]",['Yoman'],1524
"Yonge4,10,20,125,146","Yonge4, 10,20, 125,146","INVOICE 4,10,20,125,16 CASHIER AND AND FORM","[4, 10, 20, 125, 146, 191, 204, 209, 223, 234]","[4, 10, 20, 125, 146, 191, 204, 209, 223, 234]","[4, 10, 20, 125, 16, 18, 4, 20, 22, 20, 24, 74]","[4, 10, 20, 125, 146, 191, 204, 209, 223, 234]",['Yonge'],1524
"York31,110,119,169","York31,110,119,169","TAX 31,10,119,19","[31, 110, 119, 169]","[31, 110, 119, 169]","[31, 10, 119, 19]","[31, 110, 119, 169]",['York'],1524
Youngcombe160,Youngcombe160,INVOICE 10 DAYONE 10 DAY ONCLUSIONS ONCLUSIVE SUBJECTIVE WITH REC,[160],[160],"[10, 10]",[160],['Youngcombe'],1524
"Yowe120,129,198,222","Yowe120,129,198,222","INVOICE NO,29,198,22 AND MUST BE WITH RECEIPT FOR","[120, 129, 198, 222]","[120, 129, 198, 222]","[29, 198, 22]","[120, 129, 198, 222]",['Yowe'],1524
"Zaqcomlgg ,Zotucombe198,199","ZancombeZotucombe198,199","CHANGE,SOTCOME 18,19 PERCHANGE FOR RECEIPT FOR","[198, 199]","[198, 199]","[18, 19]","[198, 199]","['Zancombe', 'Zotucombe']",1524
Zalye52,Zalye52,,[52],[52],[],[52],['Zalye'],1524
"Zayer 5g,52","Zayer51,52",AM12.00,"[5, 52]","[51, 52]","[12, 0]","['51', '52']",['Zayer'],1524
Zeggt 59 o,Zeger59,SR9 REG 500 PMOUNT,[59],[59],"[9, 500]",[59],['Zeger'],1524
Zelivant215,Ze livant215,VALIM 25 REG CASHIER,[215],[215],[25],[215],['Zelivant'],1524
"Zeve,Zefe75",Zeve Ze fe75,"TAKE, ARE 3 DAYS ONCLUSIVE OF RECEIPT FOR ALL",[75],[75],[3],[75],"['Zeve', 'Zefe']",1524
Zeuayd  53211,"Zevard75,211","SR 22, 25,21  12018  122018",[53211],"[75, 211]","[22, 25, 21, 12018, 122018]","['75', '211']",['Zeward'],1524
